fips,place name,gid,name_1,name_2
28127,Simpson County,USA.25.64_1,Mississippi,Simpson
28129,Smith County,USA.25.65_1,Mississippi,Smith
28131,Stone County,USA.25.66_1,Mississippi,Stone
28133,Sunflower County,USA.25.67_1,Mississippi,Sunflower
28135,Tallahatchie County,USA.25.68_1,Mississippi,Tallahatchie
28137,Tate County,USA.25.69_1,Mississippi,Tate
28139,Tippah County,USA.25.70_1,Mississippi,Tippah
28141,Tishomingo County,USA.25.71_1,Mississippi,Tishomingo
28143,Tunica County,USA.25.72_1,Mississippi,Tunica
28145,Union County,USA.25.73_1,Mississippi,Union
28147,Walthall County,USA.25.74_1,Mississippi,Walthall
28149,Warren County,USA.25.75_1,Mississippi,Warren
28151,Washington County,USA.25.76_1,Mississippi,Washington
28153,Wayne County,USA.25.77_1,Mississippi,Wayne
28155,Webster County,USA.25.78_1,Mississippi,Webster
28157,Wilkinson County,USA.25.79_1,Mississippi,Wilkinson
28159,Winston County,USA.25.80_1,Mississippi,Winston
28161,Yalobusha County,USA.25.81_1,Mississippi,Yalobusha
28163,Yazoo County,USA.25.82_1,Mississippi,Yazoo
29001,Adair County,USA.26.1_1,Missouri,Adair
29003,Andrew County,USA.26.2_1,Missouri,Andrew
29005,Atchison County,USA.26.3_1,Missouri,Atchison
29007,Audrain County,USA.26.4_1,Missouri,Audrain
29009,Barry County,USA.26.5_1,Missouri,Barry
29011,Barton County,USA.26.6_1,Missouri,Barton
29013,Bates County,USA.26.7_1,Missouri,Bates
29015,Benton County,USA.26.8_1,Missouri,Benton
29017,Bollinger County,USA.26.9_1,Missouri,Bollinger
29019,Boone County,USA.26.10_1,Missouri,Boone
29021,Buchanan County,USA.26.11_1,Missouri,Buchanan
29023,Butler County,USA.26.12_1,Missouri,Butler
29025,Caldwell County,USA.26.13_1,Missouri,Caldwell
29027,Callaway County,USA.26.14_1,Missouri,Callaway
29029,Camden County,USA.26.15_1,Missouri,Camden
29031,Cape Girardeau County,USA.26.16_1,Missouri,Cape Girardeau
29033,Carroll County,USA.26.17_1,Missouri,Carroll
29035,Carter County,USA.26.18_1,Missouri,Carter
29037,Cass County,USA.26.19_1,Missouri,Cass
29039,Cedar County,USA.26.20_1,Missouri,Cedar
29041,Chariton County,USA.26.21_1,Missouri,Chariton
29043,Christian County,USA.26.22_1,Missouri,Christian
29045,Clark County,USA.26.23_1,Missouri,Clark
29047,Clay County,USA.26.24_1,Missouri,Clay
29049,Clinton County,USA.26.25_1,Missouri,Clinton
29051,Cole County,USA.26.26_1,Missouri,Cole
29053,Cooper County,USA.26.27_1,Missouri,Cooper
29055,Crawford County,USA.26.28_1,Missouri,Crawford
29057,Dade County,USA.26.29_1,Missouri,Dade
29059,Dallas County,USA.26.30_1,Missouri,Dallas
29061,Daviess County,USA.26.31_1,Missouri,Daviess
29063,DeKalb County,USA.26.32_1,Missouri,De Kalb
29065,Dent County,USA.26.33_1,Missouri,Dent
29067,Douglas County,USA.26.34_1,Missouri,Douglas
29069,Dunklin County,USA.26.35_1,Missouri,Dunklin
29071,Franklin County,USA.26.36_1,Missouri,Franklin
29073,Gasconade County,USA.26.37_1,Missouri,Gasconade
29075,Gentry County,USA.26.38_1,Missouri,Gentry
29077,Greene County,USA.26.39_1,Missouri,Greene
29079,Grundy County,USA.26.40_1,Missouri,Grundy
29081,Harrison County,USA.26.41_1,Missouri,Harrison
29083,Henry County,USA.26.42_1,Missouri,Henry
29085,Hickory County,USA.26.43_1,Missouri,Hickory
29087,Holt County,USA.26.44_1,Missouri,Holt
29089,Howard County,USA.26.45_1,Missouri,Howard
29091,Howell County,USA.26.46_1,Missouri,Howell
29093,Iron County,USA.26.47_1,Missouri,Iron
29095,Jackson County,USA.26.48_1,Missouri,Jackson
29097,Jasper County,USA.26.49_1,Missouri,Jasper
29099,Jefferson County,USA.26.50_1,Missouri,Jefferson
29101,Johnson County,USA.26.51_1,Missouri,Johnson
29103,Knox County,USA.26.52_1,Missouri,Knox
29105,Laclede County,USA.26.53_1,Missouri,Laclede
29107,Lafayette County,USA.26.54_1,Missouri,Lafayette
29109,Lawrence County,USA.26.55_1,Missouri,Lawrence
29111,Lewis County,USA.26.56_1,Missouri,Lewis
29113,Lincoln County,USA.26.57_1,Missouri,Lincoln
29115,Linn County,USA.26.58_1,Missouri,Linn
29117,Livingston County,USA.26.59_1,Missouri,Livingston
29119,McDonald County,USA.26.64_1,Missouri,McDonald
29121,Macon County,USA.26.60_1,Missouri,Macon
29123,Madison County,USA.26.61_1,Missouri,Madison
29125,Maries County,USA.26.62_1,Missouri,Maries
29127,Marion County,USA.26.63_1,Missouri,Marion
29129,Mercer County,USA.26.65_1,Missouri,Mercer
29131,Miller County,USA.26.66_1,Missouri,Miller
29133,Mississippi County,USA.26.67_1,Missouri,Mississippi
29135,Moniteau County,USA.26.68_1,Missouri,Moniteau
29137,Monroe County,USA.26.69_1,Missouri,Monroe
29139,Montgomery County,USA.26.70_1,Missouri,Montgomery
29141,Morgan County,USA.26.71_1,Missouri,Morgan
29143,New Madrid County,USA.26.72_1,Missouri,New Madrid
29145,Newton County,USA.26.73_1,Missouri,Newton
29147,Nodaway County,USA.26.74_1,Missouri,Nodaway
29149,Oregon County,USA.26.75_1,Missouri,Oregon
29151,Osage County,USA.26.76_1,Missouri,Osage
29153,Ozark County,USA.26.77_1,Missouri,Ozark
29155,Pemiscot County,USA.26.78_1,Missouri,Pemiscot
29157,Perry County,USA.26.79_1,Missouri,Perry
29159,Pettis County,USA.26.80_1,Missouri,Pettis
29161,Phelps County,USA.26.81_1,Missouri,Phelps
29163,Pike County,USA.26.82_1,Missouri,Pike
29165,Platte County,USA.26.83_1,Missouri,Platte
29167,Polk County,USA.26.84_1,Missouri,Polk
29169,Pulaski County,USA.26.85_1,Missouri,Pulaski
29171,Putnam County,USA.26.86_1,Missouri,Putnam
29173,Ralls County,USA.26.87_1,Missouri,Ralls
29175,Randolph County,USA.26.88_1,Missouri,Randolph
29177,Ray County,USA.26.89_1,Missouri,Ray
29179,Reynolds County,USA.26.90_1,Missouri,Reynolds
29181,Ripley County,USA.26.91_1,Missouri,Ripley
29183,St. Charles County,USA.26.92_1,Missouri,Saint Charles
29185,St. Clair County,USA.26.93_1,Missouri,Saint Clair
29186,Ste. Genevieve County,USA.26.96_1,Missouri,Sainte Genevieve
29187,St. Francois County,USA.26.94_1,Missouri,Saint Francois
29189,St. Louis County,USA.26.95_1,Missouri,Saint Louis
29195,Saline County,USA.26.97_1,Missouri,Saline
29197,Schuyler County,USA.26.98_1,Missouri,Schuyler
29199,Scotland County,USA.26.99_1,Missouri,Scotland
29201,Scott County,USA.26.100_1,Missouri,Scott
29203,Shannon County,USA.26.101_1,Missouri,Shannon
29205,Shelby County,USA.26.102_1,Missouri,Shelby
29207,Stoddard County,USA.26.103_1,Missouri,Stoddard
29209,Stone County,USA.26.104_1,Missouri,Stone
29211,Sullivan County,USA.26.105_1,Missouri,Sullivan
29213,Taney County,USA.26.106_1,Missouri,Taney
29215,Texas County,USA.26.107_1,Missouri,Texas
29217,Vernon County,USA.26.108_1,Missouri,Vernon
29219,Warren County,USA.26.109_1,Missouri,Warren
29221,Washington County,USA.26.110_1,Missouri,Washington
29223,Wayne County,USA.26.111_1,Missouri,Wayne
29225,Webster County,USA.26.112_1,Missouri,Webster
29227,Worth County,USA.26.113_1,Missouri,Worth
29229,Wright County,USA.26.114_1,Missouri,Wright
29510,St. Louis city,USA.26.95_1,Missouri,Saint Louis
30001,Beaverhead County,USA.27.1_1,Montana,Beaverhead
30003,Big Horn County,USA.27.2_1,Montana,Big Horn
30005,Blaine County,USA.27.3_1,Montana,Blaine
30007,Broadwater County,USA.27.4_1,Montana,Broadwater
30009,Carbon County,USA.27.5_1,Montana,Carbon
30011,Carter County,USA.27.6_1,Montana,Carter
30013,Cascade County,USA.27.7_1,Montana,Cascade
30015,Chouteau County,USA.27.8_1,Montana,Chouteau
30017,Custer County,USA.27.9_1,Montana,Custer
30019,Daniels County,USA.27.10_1,Montana,Daniels
30021,Dawson County,USA.27.11_1,Montana,Dawson
30023,Deer Lodge County,USA.27.12_1,Montana,Deer Lodge
30025,Fallon County,USA.27.13_1,Montana,Fallon
30027,Fergus County,USA.27.14_1,Montana,Fergus
30029,Flathead County,USA.27.15_1,Montana,Flathead
30031,Gallatin County,USA.27.16_1,Montana,Gallatin
30033,Garfield County,USA.27.17_1,Montana,Garfield
30035,Glacier County,USA.27.18_1,Montana,Glacier
30037,Golden Valley County,USA.27.19_1,Montana,Golden Valley
30039,Granite County,USA.27.20_1,Montana,Granite
30041,Hill County,USA.27.21_1,Montana,Hill
30043,Jefferson County,USA.27.22_1,Montana,Jefferson
30045,Judith Basin County,USA.27.23_1,Montana,Judith Basin
30047,Lake County,USA.27.24_1,Montana,Lake
30049,Lewis and Clark County,USA.27.25_1,Montana,Lewis and Clark
30051,Liberty County,USA.27.26_1,Montana,Liberty
30053,Lincoln County,USA.27.27_1,Montana,Lincoln
30055,McCone County,USA.27.29_1,Montana,McCone
30057,Madison County,USA.27.28_1,Montana,Madison
30059,Meagher County,USA.27.30_1,Montana,Meagher
30061,Mineral County,USA.27.31_1,Montana,Mineral
30063,Missoula County,USA.27.32_1,Montana,Missoula
30065,Musselshell County,USA.27.33_1,Montana,Musselshell
30067,Park County,USA.27.34_1,Montana,Park
30069,Petroleum County,USA.27.35_1,Montana,Petroleum
30071,Phillips County,USA.27.36_1,Montana,Phillips
30073,Pondera County,USA.27.37_1,Montana,Pondera
30075,Powder River County,USA.27.38_1,Montana,Powder River
30077,Powell County,USA.27.39_1,Montana,Powell
30079,Prairie County,USA.27.40_1,Montana,Prairie
30081,Ravalli County,USA.27.41_1,Montana,Ravalli
30083,Richland County,USA.27.42_1,Montana,Richland
30085,Roosevelt County,USA.27.43_1,Montana,Roosevelt
30087,Rosebud County,USA.27.44_1,Montana,Rosebud
30089,Sanders County,USA.27.45_1,Montana,Sanders
30091,Sheridan County,USA.27.46_1,Montana,Sheridan
30093,Silver Bow County,USA.27.47_1,Montana,Silver Bow
30095,Stillwater County,USA.27.48_1,Montana,Stillwater
30097,Sweet Grass County,USA.27.49_1,Montana,Sweet Grass
30099,Teton County,USA.27.50_1,Montana,Teton
30101,Toole County,USA.27.51_1,Montana,Toole
30103,Treasure County,USA.27.52_1,Montana,Treasure
30105,Valley County,USA.27.53_1,Montana,Valley
30107,Wheatland County,USA.27.54_1,Montana,Wheatland
30109,Wibaux County,USA.27.55_1,Montana,Wibaux
30111,Yellowstone County,USA.27.56_1,Montana,Yellowstone
30113,Yellowstone National Park,USA.27.56_1,Montana,Yellowstone
31001,Adams County,USA.28.1_1,Nebraska,Adams
31003,Antelope County,USA.28.2_1,Nebraska,Antelope
31005,Arthur County,USA.28.3_1,Nebraska,Arthur
31007,Banner County,USA.28.4_1,Nebraska,Banner
31009,Blaine County,USA.28.5_1,Nebraska,Blaine
31011,Boone County,USA.28.6_1,Nebraska,Boone
31013,Box Butte County,USA.28.7_1,Nebraska,Box Butte
31015,Boyd County,USA.28.8_1,Nebraska,Boyd
31017,Brown County,USA.28.9_1,Nebraska,Brown
31019,Buffalo County,USA.28.10_1,Nebraska,Buffalo
31021,Burt County,USA.28.11_1,Nebraska,Burt
31023,Butler County,USA.28.12_1,Nebraska,Butler
31025,Cass County,USA.28.13_1,Nebraska,Cass
31027,Cedar County,USA.28.14_1,Nebraska,Cedar
31029,Chase County,USA.28.15_1,Nebraska,Chase
31031,Cherry County,USA.28.16_1,Nebraska,Cherry
31033,Cheyenne County,USA.28.17_1,Nebraska,Cheyenne
31035,Clay County,USA.28.18_1,Nebraska,Clay
31037,Colfax County,USA.28.19_1,Nebraska,Colfax
31039,Cuming County,USA.28.20_1,Nebraska,Cuming
31041,Custer County,USA.28.21_1,Nebraska,Custer
31043,Dakota County,USA.28.22_1,Nebraska,Dakota
31045,Dawes County,USA.28.23_1,Nebraska,Dawes
31047,Dawson County,USA.28.24_1,Nebraska,Dawson
31049,Deuel County,USA.28.25_1,Nebraska,Deuel
31051,Dixon County,USA.28.26_1,Nebraska,Dixon
31053,Dodge County,USA.28.27_1,Nebraska,Dodge
31055,Douglas County,USA.28.28_1,Nebraska,Douglas
31057,Dundy County,USA.28.29_1,Nebraska,Dundy
31059,Fillmore County,USA.28.30_1,Nebraska,Fillmore
31061,Franklin County,USA.28.31_1,Nebraska,Franklin
31063,Frontier County,USA.28.32_1,Nebraska,Frontier
31065,Furnas County,USA.28.33_1,Nebraska,Furnas
31067,Gage County,USA.28.34_1,Nebraska,Gage
31069,Garden County,USA.28.35_1,Nebraska,Garden
31071,Garfield County,USA.28.36_1,Nebraska,Garfield
31073,Gosper County,USA.28.37_1,Nebraska,Gosper
31075,Grant County,USA.28.38_1,Nebraska,Grant
31077,Greeley County,USA.28.39_1,Nebraska,Greeley
31079,Hall County,USA.28.40_1,Nebraska,Hall
31081,Hamilton County,USA.28.41_1,Nebraska,Hamilton
31083,Harlan County,USA.28.42_1,Nebraska,Harlan
31085,Hayes County,USA.28.43_1,Nebraska,Hayes
31087,Hitchcock County,USA.28.44_1,Nebraska,Hitchcock
31089,Holt County,USA.28.45_1,Nebraska,Holt
31091,Hooker County,USA.28.46_1,Nebraska,Hooker
31093,Howard County,USA.28.47_1,Nebraska,Howard
31095,Jefferson County,USA.28.48_1,Nebraska,Jefferson
31097,Johnson County,USA.28.49_1,Nebraska,Johnson
31099,Kearney County,USA.28.50_1,Nebraska,Kearney
31101,Keith County,USA.28.51_1,Nebraska,Keith
31103,Keya Paha County,USA.28.52_1,Nebraska,Keya Paha
31105,Kimball County,USA.28.53_1,Nebraska,Kimball
31107,Knox County,USA.28.54_1,Nebraska,Knox
31109,Lancaster County,USA.28.55_1,Nebraska,Lancaster
31111,Lincoln County,USA.28.56_1,Nebraska,Lincoln
31113,Logan County,USA.28.57_1,Nebraska,Logan
31115,Loup County,USA.28.58_1,Nebraska,Loup
31117,McPherson County,USA.28.60_1,Nebraska,McPherson
31119,Madison County,USA.28.59_1,Nebraska,Madison
31121,Merrick County,USA.28.61_1,Nebraska,Merrick
31123,Morrill County,USA.28.62_1,Nebraska,Morrill
31125,Nance County,USA.28.63_1,Nebraska,Nance
31127,Nemaha County,USA.28.64_1,Nebraska,Nemaha
31129,Nuckolls County,USA.28.65_1,Nebraska,Nuckolls
31131,Otoe County,USA.28.66_1,Nebraska,Otoe
31133,Pawnee County,USA.28.67_1,Nebraska,Pawnee
31135,Perkins County,USA.28.68_1,Nebraska,Perkins
31137,Phelps County,USA.28.69_1,Nebraska,Phelps
31139,Pierce County,USA.28.70_1,Nebraska,Pierce
31141,Platte County,USA.28.71_1,Nebraska,Platte
31143,Polk County,USA.28.72_1,Nebraska,Polk
31145,Red Willow County,USA.28.73_1,Nebraska,Red Willow
31147,Richardson County,USA.28.74_1,Nebraska,Richardson
31149,Rock County,USA.28.75_1,Nebraska,Rock
31151,Saline County,USA.28.76_1,Nebraska,Saline
31153,Sarpy County,USA.28.77_1,Nebraska,Sarpy
31155,Saunders County,USA.28.78_1,Nebraska,Saunders
31157,Scotts Bluff County,USA.28.79_1,Nebraska,Scotts Bluff
31159,Seward County,USA.28.80_1,Nebraska,Seward
31161,Sheridan County,USA.28.81_1,Nebraska,Sheridan
31163,Sherman County,USA.28.82_1,Nebraska,Sherman
31165,Sioux County,USA.28.83_1,Nebraska,Sioux
31167,Stanton County,USA.28.84_1,Nebraska,Stanton
31169,Thayer County,USA.28.85_1,Nebraska,Thayer
31171,Thomas County,USA.28.86_1,Nebraska,Thomas
31173,Thurston County,USA.28.87_1,Nebraska,Thurston
31175,Valley County,USA.28.88_1,Nebraska,Valley
31177,Washington County,USA.28.89_1,Nebraska,Washington
31179,Wayne County,USA.28.90_1,Nebraska,Wayne
31181,Webster County,USA.28.91_1,Nebraska,Webster
31183,Wheeler County,USA.28.92_1,Nebraska,Wheeler
31185,York County,USA.28.93_1,Nebraska,York
32001,Churchill County,USA.29.2_1,Nevada,Churchill
32003,Clark County,USA.29.3_1,Nevada,Clark
32005,Douglas County,USA.29.4_1,Nevada,Douglas
32007,Elko County,USA.29.5_1,Nevada,Elko
32009,Esmeralda County,USA.29.6_1,Nevada,Esmeralda
32011,Eureka County,USA.29.7_1,Nevada,Eureka
32013,Humboldt County,USA.29.8_1,Nevada,Humboldt
32015,Lander County,USA.29.9_1,Nevada,Lander
32017,Lincoln County,USA.29.10_1,Nevada,Lincoln
32019,Lyon County,USA.29.11_1,Nevada,Lyon
32021,Mineral County,USA.29.12_1,Nevada,Mineral
32023,Nye County,USA.29.13_1,Nevada,Nye
32027,Pershing County,USA.29.14_1,Nevada,Pershing
32029,Storey County,USA.29.15_1,Nevada,Storey
32031,Washoe County,USA.29.16_1,Nevada,Washoe
32033,White Pine County,USA.29.17_1,Nevada,White Pine
32510,Carson City,USA.29.1_1,Nevada,Carson City
33001,Belknap County,USA.30.1_1,New Hampshire,Belknap
33003,Carroll County,USA.30.2_1,New Hampshire,Carroll
33005,Cheshire County,USA.30.3_1,New Hampshire,Cheshire
33007,Coos County,USA.30.4_1,New Hampshire,Coos
33009,Grafton County,USA.30.5_1,New Hampshire,Grafton
33011,Hillsborough County,USA.30.6_1,New Hampshire,Hillsborough
33013,Merrimack County,USA.30.7_1,New Hampshire,Merrimack
33015,Rockingham County,USA.30.8_1,New Hampshire,Rockingham
33017,Strafford County,USA.30.9_1,New Hampshire,Strafford
33019,Sullivan County,USA.30.10_1,New Hampshire,Sullivan
34001,Atlantic County,USA.31.1_1,New Jersey,Atlantic
34003,Bergen County,USA.31.2_1,New Jersey,Bergen
34005,Burlington County,USA.31.3_1,New Jersey,Burlington
34007,Camden County,USA.31.4_1,New Jersey,Camden
34009,Cape May County,USA.31.5_1,New Jersey,Cape May
34011,Cumberland County,USA.31.6_1,New Jersey,Cumberland
34013,Essex County,USA.31.7_1,New Jersey,Essex
34015,Gloucester County,USA.31.8_1,New Jersey,Gloucester
34017,Hudson County,USA.31.9_1,New Jersey,Hudson
34019,Hunterdon County,USA.31.10_1,New Jersey,Hunterdon
34021,Mercer County,USA.31.11_1,New Jersey,Mercer
34023,Middlesex County,USA.31.12_1,New Jersey,Middlesex
34025,Monmouth County,USA.31.13_1,New Jersey,Monmouth
34027,Morris County,USA.31.14_1,New Jersey,Morris
34029,Ocean County,USA.31.15_1,New Jersey,Ocean
34031,Passaic County,USA.31.16_1,New Jersey,Passaic
34033,Salem County,USA.31.17_1,New Jersey,Salem
34035,Somerset County,USA.31.18_1,New Jersey,Somerset
34037,Sussex County,USA.31.19_1,New Jersey,Sussex
34039,Union County,USA.31.20_1,New Jersey,Union
34041,Warren County,USA.31.21_1,New Jersey,Warren
35001,Bernalillo County,USA.32.1_1,New Mexico,Bernalillo
35003,Catron County,USA.32.2_1,New Mexico,Catron
35005,Chaves County,USA.32.3_1,New Mexico,Chaves
35006,Cibola County,USA.32.4_1,New Mexico,Cibola
35007,Colfax County,USA.32.5_1,New Mexico,Colfax
35009,Curry County,USA.32.6_1,New Mexico,Curry
35011,DeBaca County,USA.32.7_1,New Mexico,Debaca
35013,Dona Ana County,USA.32.8_1,New Mexico,Dona Ana
35015,Eddy County,USA.32.9_1,New Mexico,Eddy
35017,Grant County,USA.32.10_1,New Mexico,Grant
35019,Guadalupe County,USA.32.11_1,New Mexico,Guadalupe
35021,Harding County,USA.32.12_1,New Mexico,Harding
35023,Hidalgo County,USA.32.13_1,New Mexico,Hidalgo
35025,Lea County,USA.32.14_1,New Mexico,Lea
35027,Lincoln County,USA.32.15_1,New Mexico,Lincoln
35028,Los Alamos County,USA.32.16_1,New Mexico,Los Alamos
35029,Luna County,USA.32.17_1,New Mexico,Luna
35031,McKinley County,USA.32.18_1,New Mexico,McKinley
35033,Mora County,USA.32.19_1,New Mexico,Mora
35035,Otero County,USA.32.20_1,New Mexico,Otero
35037,Quay County,USA.32.21_1,New Mexico,Quay
35039,Rio Arriba County,USA.32.22_1,New Mexico,Rio Arriba
35041,Roosevelt County,USA.32.23_1,New Mexico,Roosevelt
35043,Sandoval County,USA.32.26_1,New Mexico,Sandoval
35045,San Juan County,USA.32.24_1,New Mexico,San Juan
35047,San Miguel County,USA.32.25_1,New Mexico,San Miguel
35049,Santa Fe County,USA.32.27_1,New Mexico,Santa Fe
35051,Sierra County,USA.32.28_1,New Mexico,Sierra
35053,Socorro County,USA.32.29_1,New Mexico,Socorro
35055,Taos County,USA.32.30_1,New Mexico,Taos
35057,Torrance County,USA.32.31_1,New Mexico,Torrance
35059,Union County,USA.32.32_1,New Mexico,Union
35061,Valencia County,USA.32.33_1,New Mexico,Valencia
36001,Albany County,USA.33.1_1,New York,Albany
36003,Allegany County,USA.33.2_1,New York,Allegany
36005,Bronx County,USA.33.3_1,New York,Bronx
36007,Broome County,USA.33.4_1,New York,Broome
36009,Cattaraugus County,USA.33.5_1,New York,Cattaraugus
36011,Cayuga County,USA.33.6_1,New York,Cayuga
36013,Chautauqua County,USA.33.7_1,New York,Chautauqua
36015,Chemung County,USA.33.8_1,New York,Chemung
36017,Chenango County,USA.33.9_1,New York,Chenango
36019,Clinton County,USA.33.10_1,New York,Clinton
36021,Columbia County,USA.33.11_1,New York,Columbia
36023,Cortland County,USA.33.12_1,New York,Cortland
36025,Delaware County,USA.33.13_1,New York,Delaware
36027,Dutchess County,USA.33.14_1,New York,Dutchess
36029,Erie County,USA.33.15_1,New York,Erie
36031,Essex County,USA.33.16_1,New York,Essex
36033,Franklin County,USA.33.17_1,New York,Franklin
36035,Fulton County,USA.33.18_1,New York,Fulton
36037,Genesee County,USA.33.19_1,New York,Genesee
36039,Greene County,USA.33.20_1,New York,Greene
36041,Hamilton County,USA.33.21_1,New York,Hamilton
36043,Herkimer County,USA.33.22_1,New York,Herkimer
36045,Jefferson County,USA.33.23_1,New York,Jefferson
36047,Kings County,USA.33.24_1,New York,Kings
36049,Lewis County,USA.33.26_1,New York,Lewis
36051,Livingston County,USA.33.27_1,New York,Livingston
36053,Madison County,USA.33.28_1,New York,Madison
36055,Monroe County,USA.33.29_1,New York,Monroe
36057,Montgomery County,USA.33.30_1,New York,Montgomery
36059,Nassau County,USA.33.31_1,New York,Nassau
36061,New York County,USA.33.32_1,New York,New York
36063,Niagara County,USA.33.33_1,New York,Niagara
36065,Oneida County,USA.33.34_1,New York,Oneida
36067,Onondaga County,USA.33.35_1,New York,Onondaga
36069,Ontario County,USA.33.36_1,New York,Ontario
36071,Orange County,USA.33.37_1,New York,Orange
36073,Orleans County,USA.33.38_1,New York,Orleans
36075,Oswego County,USA.33.39_1,New York,Oswego
36077,Otsego County,USA.33.40_1,New York,Otsego
36079,Putnam County,USA.33.41_1,New York,Putnam
36081,Queens County,USA.33.42_1,New York,Queens
36083,Rensselaer County,USA.33.43_1,New York,Rensselaer
36085,Richmond County,USA.33.44_1,New York,Richmond
36087,Rockland County,USA.33.45_1,New York,Rockland
36089,St. Lawrence County,USA.33.46_1,New York,Saint Lawrence
36091,Saratoga County,USA.33.47_1,New York,Saratoga
36093,Schenectady County,USA.33.48_1,New York,Schenectady
36095,Schoharie County,USA.33.49_1,New York,Schoharie
36097,Schuyler County,USA.33.50_1,New York,Schuyler
36099,Seneca County,USA.33.51_1,New York,Seneca
36101,Steuben County,USA.33.52_1,New York,Steuben
36103,Suffolk County,USA.33.53_1,New York,Suffolk
36105,Sullivan County,USA.33.54_1,New York,Sullivan
36107,Tioga County,USA.33.55_1,New York,Tioga
36109,Tompkins County,USA.33.56_1,New York,Tompkins
36111,Ulster County,USA.33.57_1,New York,Ulster
36113,Warren County,USA.33.58_1,New York,Warren
36115,Washington County,USA.33.59_1,New York,Washington
36117,Wayne County,USA.33.60_1,New York,Wayne
36119,Westchester County,USA.33.61_1,New York,Westchester
36121,Wyoming County,USA.33.62_1,New York,Wyoming
36123,Yates County,USA.33.63_1,New York,Yates
37001,Alamance County,USA.34.1_1,North Carolina,Alamance
37003,Alexander County,USA.34.2_1,North Carolina,Alexander
37005,Alleghany County,USA.34.3_1,North Carolina,Alleghany
37007,Anson County,USA.34.4_1,North Carolina,Anson
37009,Ashe County,USA.34.5_1,North Carolina,Ashe
37011,Avery County,USA.34.6_1,North Carolina,Avery
37013,Beaufort County,USA.34.7_1,North Carolina,Beaufort
37015,Bertie County,USA.34.8_1,North Carolina,Bertie
37017,Bladen County,USA.34.9_1,North Carolina,Bladen
37019,Brunswick County,USA.34.10_1,North Carolina,Brunswick
37021,Buncombe County,USA.34.11_1,North Carolina,Buncombe
37023,Burke County,USA.34.12_1,North Carolina,Burke
37025,Cabarrus County,USA.34.13_1,North Carolina,Cabarrus
37027,Caldwell County,USA.34.14_1,North Carolina,Caldwell
37029,Camden County,USA.34.15_1,North Carolina,Camden
37031,Carteret County,USA.34.16_1,North Carolina,Carteret
37033,Caswell County,USA.34.17_1,North Carolina,Caswell
37035,Catawba County,USA.34.18_1,North Carolina,Catawba
37037,Chatham County,USA.34.19_1,North Carolina,Chatham
37039,Cherokee County,USA.34.20_1,North Carolina,Cherokee
37041,Chowan County,USA.34.21_1,North Carolina,Chowan
37043,Clay County,USA.34.22_1,North Carolina,Clay
37045,Cleveland County,USA.34.23_1,North Carolina,Cleveland
37047,Columbus County,USA.34.24_1,North Carolina,Columbus
37049,Craven County,USA.34.25_1,North Carolina,Craven
37051,Cumberland County,USA.34.26_1,North Carolina,Cumberland
37053,Currituck County,USA.34.27_1,North Carolina,Currituck
37055,Dare County,USA.34.28_1,North Carolina,Dare
37057,Davidson County,USA.34.29_1,North Carolina,Davidson
37059,Davie County,USA.34.30_1,North Carolina,Davie
37061,Duplin County,USA.34.31_1,North Carolina,Duplin
37063,Durham County,USA.34.32_1,North Carolina,Durham
37065,Edgecombe County,USA.34.33_1,North Carolina,Edgecombe
37067,Forsyth County,USA.34.34_1,North Carolina,Forsyth
37069,Franklin County,USA.34.35_1,North Carolina,Franklin
37071,Gaston County,USA.34.36_1,North Carolina,Gaston
37073,Gates County,USA.34.37_1,North Carolina,Gates
37075,Graham County,USA.34.38_1,North Carolina,Graham
37077,Granville County,USA.34.39_1,North Carolina,Granville
37079,Greene County,USA.34.40_1,North Carolina,Greene
37081,Guilford County,USA.34.41_1,North Carolina,Guilford
37083,Halifax County,USA.34.42_1,North Carolina,Halifax
37085,Harnett County,USA.34.43_1,North Carolina,Harnett
37087,Haywood County,USA.34.44_1,North Carolina,Haywood
37089,Henderson County,USA.34.45_1,North Carolina,Henderson
37091,Hertford County,USA.34.46_1,North Carolina,Hertford
37093,Hoke County,USA.34.47_1,North Carolina,Hoke
37095,Hyde County,USA.34.48_1,North Carolina,Hyde
37097,Iredell County,USA.34.49_1,North Carolina,Iredell
37099,Jackson County,USA.34.50_1,North Carolina,Jackson
37101,Johnston County,USA.34.51_1,North Carolina,Johnston
37103,Jones County,USA.34.52_1,North Carolina,Jones
37105,Lee County,USA.34.53_1,North Carolina,Lee
37107,Lenoir County,USA.34.54_1,North Carolina,Lenoir
37109,Lincoln County,USA.34.55_1,North Carolina,Lincoln
37111,McDowell County,USA.34.59_1,North Carolina,McDowell
37113,Macon County,USA.34.56_1,North Carolina,Macon
37115,Madison County,USA.34.57_1,North Carolina,Madison
37117,Martin County,USA.34.58_1,North Carolina,Martin
37119,Mecklenburg County,USA.34.60_1,North Carolina,Mecklenburg
37121,Mitchell County,USA.34.61_1,North Carolina,Mitchell
37123,Montgomery County,USA.34.62_1,North Carolina,Montgomery
37125,Moore County,USA.34.63_1,North Carolina,Moore
37127,Nash County,USA.34.64_1,North Carolina,Nash
37129,New Hanover County,USA.34.65_1,North Carolina,New Hanover
37131,Northampton County,USA.34.66_1,North Carolina,Northampton
37133,Onslow County,USA.34.67_1,North Carolina,Onslow
