0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,20_Int,21_Tkl+Int,22_Clr,23_Err,24_Matches
396,DeJuan Jones,us USA,DF,NE Revolution,25,1997,24.1,1.66,0.95,0.75,0.75,0.17,0.83,1.91,43.5,1.08,1.66,0.46,1.20,1.29,2.95,2.61,0.00,Matches
397,Derrick Jones,us USA,"MF,DF",Charlotte,25,1997,20.5,1.61,1.17,0.88,0.63,0.10,0.59,1.41,41.4,0.83,0.88,0.34,0.54,1.32,2.93,1.51,0.00,Matches
398,Juan José Sánchez,mx MEX,DF,Atlanta Utd,25,1998,23.7,1.39,0.59,0.84,0.55,0.00,0.68,1.05,64.0,0.38,1.01,0.72,0.30,1.56,2.95,4.14,0.00,Matches
399,Dejan Joveljić,rs SRB,FW,LA Galaxy,23,1999,18.1,0.44,0.33,0.00,0.11,0.33,0.06,0.66,8.3,0.61,0.50,0.17,0.33,0.17,0.61,0.28,0.00,Matches
400,Kamil Jóźwiak,pl POL,"FW,MF",Charlotte,24,1998,15.3,2.48,1.63,0.78,1.50,0.20,1.31,3.46,37.7,2.16,1.50,0.07,1.44,0.52,3.01,0.98,0.00,Matches
401,Preston Judd,us USA,FW,LA Galaxy,23,1999,7.1,0.28,0.14,0.00,0.14,0.14,0.14,0.56,25.0,0.42,0.42,0.14,0.28,0.14,0.42,0.70,0.00,Matches
402,Judson,br BRA,MF,SJ Earthquakes,29,1993,5.2,4.04,3.08,2.31,1.73,0.00,1.73,4.81,36.0,3.08,1.15,0.38,0.77,2.12,6.15,1.15,0.00,Matches
403,Anderson Julio,ec ECU,FW,Real Salt Lake,26,1996,12.8,0.63,0.47,0.16,0.31,0.16,0.23,1.02,23.1,0.78,1.02,0.08,0.94,0.16,0.78,0.78,0.00,Matches
404,Juninho,br BRA,MF,Orlando City,22,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
405,Sam Junqua,us USA,"DF,MF",FC Dallas,26,1996,11.4,1.49,1.05,0.70,0.61,0.18,0.96,1.75,55.0,0.79,1.75,0.35,1.40,0.96,2.46,2.02,0.00,Matches
406,Kristijan Kahlina,hr CRO,GK,Charlotte,30,1992,24.0,0.08,0.04,0.08,0.00,0.00,0.08,0.17,50.0,0.08,0.00,0.00,0.00,0.00,0.08,0.67,0.04,Matches
407,Brent Kallman,us USA,"DF,FW",Minnesota Utd,32,1990,2.2,1.36,0.91,1.36,0.00,0.00,0.91,2.73,33.3,1.82,1.82,0.45,1.36,0.00,1.36,5.00,0.00,Matches
408,Kei Kamara,sl SLE,FW,Chicago Fire,38,1984,16.9,0.36,0.06,0.00,0.18,0.18,0.12,0.53,22.2,0.41,0.83,0.24,0.59,0.24,0.59,1.72,0.00,Matches
409,Bernard Kamungo,us USA,"FW,MF",FC Dallas,21,2002,5.6,1.96,0.89,0.71,0.71,0.54,0.71,1.61,44.4,0.89,0.54,0.00,0.54,0.54,2.50,0.89,0.00,Matches
410,Alec Kann,us USA,GK,FC Cincinnati,32,1990,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
411,Ercan Kara,at AUT,FW,Orlando City,27,1996,9.4,0.32,0.21,0.11,0.00,0.21,0.11,0.85,12.5,0.74,0.32,0.21,0.11,0.21,0.53,1.06,0.00,Matches
412,Ibrahim Kasule,ug UGA,MF,NY Red Bulls,18,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,6.67,3.33,3.33,0.00,0.00,3.33,0.00,Matches
413,Mark-Anthony Kaye,ca CAN,MF,Toronto FC,28,1994,20.4,3.24,2.65,1.67,1.37,0.20,1.76,3.28,53.7,1.52,1.03,0.29,0.74,1.37,4.61,1.62,0.05,Matches
414,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,28,1994,8.7,3.45,1.84,1.38,1.49,0.57,1.26,3.33,37.9,2.07,1.49,0.23,1.26,1.26,4.71,2.07,0.00,Matches
415,Axel Kei,us USA,FW,Real Salt Lake,15,2007,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
416,Kipp Keller,us USA,DF,Austin,22,2000,4.9,0.20,0.20,0.20,0.00,0.00,0.00,0.61,0.0,0.61,0.82,0.61,0.20,0.00,0.20,3.88,0.20,Matches
417,Deandre Kerr,ca CAN,"FW,MF",Toronto FC,20,2002,13.5,0.81,0.59,0.22,0.52,0.07,0.37,0.89,41.7,0.52,0.59,0.07,0.52,0.30,1.11,0.30,0.00,Matches
418,Henry Kessler,us USA,DF,NE Revolution,24,1998,7.7,1.95,1.69,1.17,0.78,0.00,0.78,0.91,85.7,0.13,2.47,1.56,0.91,0.65,2.60,3.38,0.00,Matches
419,Benjamin Kikanovic,us USA,"FW,MF",SJ Earthquakes,23,2000,7.8,1.15,0.64,0.64,0.00,0.51,0.38,1.41,27.3,1.03,1.15,0.00,1.15,1.03,2.18,1.15,0.00,Matches
420,Gadi Kinda,il ISR,MF,Sporting KC,28,1994,9.3,2.26,1.18,1.18,0.65,0.43,1.18,2.26,52.4,1.08,0.86,0.00,0.86,0.43,2.69,0.65,0.00,Matches
421,Sota Kitahara,us USA,DF,Seattle Sounders,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
422,Klauss,br BRA,FW,St. Louis,25,1997,14.6,1.03,0.48,0.21,0.55,0.27,0.27,1.37,20.0,1.10,0.62,0.14,0.48,0.48,1.51,1.37,0.00,Matches
423,John Klein,us USA,MF,St. Louis,23,1999,0.3,6.67,6.67,0.00,3.33,3.33,3.33,3.33,100.0,0.00,3.33,0.00,3.33,3.33,10.0,0.00,0.00,Matches
424,Mateusz Klich,pl POL,"MF,FW",D.C. United,32,1990,30.2,1.59,1.19,0.46,0.79,0.33,0.70,1.95,35.6,1.26,1.13,0.13,0.99,0.46,2.05,0.36,0.03,Matches
425,Jonathan Klinsmann,us USA,GK,LA Galaxy,25,1997,9.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.11,Matches
426,Žan Kolmanič,si SVN,DF,Austin,22,2000,4.7,2.98,2.34,1.49,1.49,0.00,1.49,2.13,70.0,0.64,0.85,0.21,0.64,1.28,4.26,3.19,0.00,Matches
427,Amet Korca,us USA,DF,FC Dallas,22,2000,1.7,0.59,0.00,0.59,0.00,0.00,0.59,0.59,100.0,0.00,1.76,1.76,0.00,2.35,2.94,0.59,0.59,Matches
428,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,18,2004,11.3,0.35,0.18,0.18,0.09,0.09,0.18,1.42,12.5,1.24,0.71,0.35,0.35,0.27,0.62,1.15,0.00,Matches
429,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,24,1998,3.9,0.51,0.51,0.00,0.51,0.00,0.00,0.26,0.0,0.26,0.77,0.00,0.77,0.51,1.03,0.26,0.26,Matches
430,Filip Krastev,bg BUL,MF,LAFC,21,2001,1.8,3.33,1.67,1.67,1.11,0.56,0.56,3.89,14.3,3.33,4.44,0.00,4.44,0.56,3.89,0.56,0.00,Matches
431,Damir Kreilach,hr CRO,"FW,MF",Real Salt Lake,33,1989,14.6,0.14,0.07,0.07,0.00,0.07,0.07,0.62,11.1,0.55,0.27,0.07,0.21,0.14,0.27,1.03,0.00,Matches
432,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,31,1991,23.5,0.81,0.47,0.47,0.30,0.04,0.26,0.55,46.2,0.30,1.28,0.77,0.51,1.32,2.13,3.45,0.00,Matches
433,Theodore Ku-Dipietro,us USA,"FW,MF",D.C. United,21,2002,13.0,1.62,0.92,0.77,0.54,0.31,0.38,1.46,26.3,1.08,0.46,0.00,0.46,0.46,2.08,0.15,0.00,Matches
434,Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,29,1993,11.9,1.51,1.01,0.76,0.67,0.08,0.34,1.76,19.0,1.43,0.76,0.08,0.67,0.84,2.35,0.67,0.00,Matches
435,Jojea Kwizera,rw RWA,DF,CF Montréal,24,1999,1.5,2.00,0.67,0.67,0.67,0.67,0.67,2.00,33.3,1.33,0.00,0.00,0.00,0.67,2.67,0.00,0.00,Matches
436,Mathías Laborda,uy URU,DF,Vancouver W'caps,23,1999,17.1,2.40,1.35,1.75,0.53,0.12,1.11,2.57,43.2,1.46,0.53,0.29,0.23,1.35,3.74,3.57,0.00,Matches
437,Kevon Lambert,jm JAM,DF,Real Salt Lake,25,1997,0.3,3.33,0.00,0.00,0.00,3.33,0.00,0.00,,0.00,0.00,0.00,0.00,3.33,6.67,10.0,0.00,Matches
438,Lassi Lappalainen,fi FIN,"DF,FW",CF Montréal,24,1998,11.5,1.65,1.22,0.52,0.87,0.26,0.87,2.17,40.0,1.30,1.48,0.00,1.48,0.70,2.35,1.04,0.00,Matches
439,Oliver Larraz,us USA,MF,Colorado Rapids,21,2001,0.2,5.00,5.00,5.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,5.00,0.00,5.00,0.00,0.00,Matches
440,Richie Laryea,ca CAN,DF,Toronto FC,28,1995,17.9,1.96,1.06,1.28,0.67,0.00,1.01,1.90,52.9,0.89,1.06,0.45,0.61,1.23,3.18,1.73,0.06,Matches
441,Richie Laryea,ca CAN,"FW,DF",Vancouver W'caps,28,1995,10.5,1.90,1.62,1.14,0.38,0.38,0.67,0.86,77.8,0.19,0.29,0.10,0.19,0.76,2.67,0.67,0.10,Matches
442,Ariel Lassiter,cr CRC,"FW,MF",Inter Miami,28,1994,1.7,1.76,1.18,0.00,0.59,1.18,1.18,2.35,50.0,1.18,1.18,0.00,1.18,0.59,2.35,0.00,0.00,Matches
443,Ariel Lassiter,cr CRC,"DF,MF",CF Montréal,28,1994,17.7,0.40,0.40,0.17,0.23,0.00,0.23,0.51,44.4,0.28,0.51,0.06,0.45,0.73,1.13,0.85,0.00,Matches
444,Kemar Lawrence,jm JAM,DF,Minnesota Utd,30,1992,12.4,1.37,1.05,0.81,0.40,0.16,0.81,1.05,76.9,0.24,1.29,0.56,0.73,1.29,2.66,2.18,0.00,Matches
445,Randall Leal,cr CRC,"MF,FW",Nashville SC,26,1997,12.7,1.97,1.18,0.63,0.87,0.47,0.71,2.52,28.1,1.81,0.79,0.08,0.71,0.55,2.52,0.31,0.00,Matches
446,Richy Ledezma,us USA,"MF,FW",NYCFC,22,2000,13.2,0.53,0.30,0.15,0.38,0.00,0.08,0.61,12.5,0.53,0.61,0.08,0.53,0.45,0.98,0.15,0.00,Matches
447,Kelvin Leerdam,sr SUR,DF,LA Galaxy,32,1990,13.4,0.97,0.45,0.60,0.22,0.15,0.75,1.12,66.7,0.37,0.75,0.45,0.30,0.67,1.64,4.70,0.00,Matches
448,Tim Leibold,de GER,DF,Sporting KC,29,1993,9.7,2.27,1.34,0.82,1.03,0.41,0.93,2.27,40.9,1.34,1.13,0.10,1.03,1.75,4.02,1.44,0.00,Matches
449,Brooks Lennon,us USA,DF,Atlanta Utd,25,1997,32.0,1.16,0.69,0.59,0.47,0.09,0.66,1.16,56.8,0.50,1.03,0.38,0.66,0.84,2.00,2.50,0.00,Matches
450,Jonathan Lewis,us USA,"FW,MF",Colorado Rapids,25,1997,13.2,0.76,0.53,0.15,0.53,0.08,0.30,0.83,36.4,0.53,0.30,0.15,0.15,0.30,1.06,0.23,0.00,Matches
451,Danny Leyva,us USA,MF,Colorado Rapids,19,2003,7.1,0.99,0.56,0.56,0.42,0.00,0.42,1.97,21.4,1.55,0.99,0.42,0.56,1.55,2.54,0.85,0.00,Matches
452,Danny Leyva,us USA,"MF,FW",Seattle Sounders,19,2003,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0,5.00,5.00,0.00,5.00,10.0,10.0,5.00,0.00,Matches
453,Nick Lima,us USA,DF,Austin,28,1994,27.0,1.00,0.70,0.59,0.33,0.07,0.74,1.63,45.5,0.89,0.93,0.26,0.67,0.81,1.81,2.30,0.00,Matches
454,Jaylin Lindsey,us USA,DF,Charlotte,22,2000,14.5,2.07,1.31,0.97,0.76,0.34,0.76,1.59,47.8,0.83,1.59,0.28,1.31,1.03,3.10,2.41,0.00,Matches
455,Sebastian Lletget,us USA,"MF,FW",FC Dallas,30,1992,12.9,1.32,0.78,0.39,0.54,0.39,0.78,1.71,45.5,0.93,1.16,0.47,0.70,0.70,2.02,0.93,0.08,Matches
456,Saba Lobzhanidze,ge GEO,FW,Atlanta Utd,28,1994,5.2,0.19,0.00,0.19,0.00,0.00,0.00,0.19,0.0,0.19,0.96,0.00,0.96,0.38,0.58,0.58,0.00,Matches
457,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,29,1993,10.0,1.80,1.00,0.80,0.80,0.20,0.40,2.10,19.0,1.70,0.90,0.10,0.80,0.60,2.40,1.00,0.10,Matches
458,Nicolás Lodeiro,uy URU,"MF,FW",Seattle Sounders,33,1989,27.5,1.71,0.98,0.55,0.80,0.36,0.87,2.36,36.9,1.49,0.80,0.04,0.76,0.58,2.29,0.33,0.00,Matches
459,Jasper Löffelsend,de GER,MF,Real Salt Lake,25,1997,12.6,2.94,1.90,1.27,1.59,0.08,1.27,3.10,41.0,1.83,1.27,0.16,1.11,0.87,3.81,1.75,0.00,Matches
460,Aaron Long,us USA,DF,LAFC,30,1992,16.9,1.78,1.18,1.07,0.59,0.12,0.65,0.77,84.6,0.12,1.18,0.53,0.65,1.18,2.96,4.44,0.00,Matches
461,Erik López,py PAR,"FW,MF",Atlanta Utd,21,2001,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,3.33,0.00,3.33,0.00,0.00,0.00,0.00,Matches
462,Marvin Loría,cr CRC,"FW,MF",Portland Timbers,25,1997,8.4,0.83,0.60,0.71,0.12,0.00,0.36,1.19,30.0,0.83,1.07,0.00,1.07,1.55,2.38,0.12,0.00,Matches
463,Daniel Lovitz,us USA,DF,Nashville SC,31,1991,31.6,1.74,1.04,0.82,0.47,0.44,1.01,1.71,59.3,0.70,1.11,0.32,0.79,0.89,2.63,2.31,0.00,Matches
464,Damion Lowe,jm JAM,DF,Philadelphia Union,29,1993,13.7,2.26,1.39,1.68,0.51,0.07,1.17,2.34,50.0,1.17,1.09,0.58,0.51,2.55,4.82,4.96,0.00,Matches
465,Eduard Löwen,de GER,MF,St. Louis,26,1997,25.6,2.50,1.64,1.05,1.05,0.39,1.29,2.97,43.4,1.68,1.60,0.43,1.17,0.63,3.13,1.13,0.00,Matches
466,Favian Loyola,cl CHI,MF,Orlando City,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
467,Diego Luna,us USA,"MF,FW",Real Salt Lake,19,2003,13.3,0.83,0.60,0.38,0.38,0.08,0.38,1.20,31.3,0.83,1.50,0.15,1.35,1.13,1.95,0.45,0.08,Matches
468,Adam Lundqvist,se SWE,"DF,MF",Austin,28,1994,9.6,3.02,1.56,1.67,1.04,0.31,1.77,3.44,51.5,1.67,1.77,0.42,1.35,1.25,4.27,2.29,0.00,Matches
469,Benjamin Lundt,de GER,GK,St. Louis,27,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
470,Luquinhas,br BRA,"MF,FW",NY Red Bulls,26,1996,22.2,1.26,0.68,0.18,0.68,0.41,0.54,1.44,37.5,0.90,1.08,0.05,1.04,0.63,1.89,0.09,0.00,Matches
471,Jack Lynn,us USA,"MF,FW",Orlando City,23,2000,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,2.50,2.50,5.00,0.00,Matches
472,Larrys Mabiala,cd COD,DF,Portland Timbers,35,1987,9.8,1.33,0.82,1.02,0.31,0.00,0.92,1.63,56.3,0.71,1.22,0.71,0.51,1.12,2.45,4.08,0.00,Matches
473,Aimé Mabika,zm ZAM,DF,Toronto FC,24,1998,16.8,1.49,1.13,1.25,0.24,0.00,0.65,1.01,64.7,0.36,2.14,1.67,0.48,0.65,2.14,3.63,0.06,Matches
474,Zac MacMath,us USA,GK,Real Salt Lake,31,1991,27.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.04,0.04,0.62,0.11,Matches
475,Lukas MacNaughton,ca CAN,DF,Toronto FC,27,1995,2.0,1.50,0.50,1.00,0.50,0.00,1.00,1.00,100.0,0.00,1.00,1.00,0.00,1.00,2.50,3.00,0.50,Matches
476,Lukas MacNaughton,ca CAN,DF,Nashville SC,27,1995,11.9,0.92,0.67,0.67,0.25,0.00,0.34,0.84,40.0,0.50,0.84,0.59,0.25,2.52,3.45,4.12,0.08,Matches
477,Talles Magno,br BRA,FW,NYCFC,20,2002,21.2,1.42,0.75,0.38,0.71,0.33,0.66,1.04,63.6,0.38,0.75,0.00,0.75,0.24,1.65,0.38,0.00,Matches
478,Jack Maher,us USA,DF,Nashville SC,23,1999,32.0,1.16,0.69,0.81,0.31,0.03,0.63,0.88,71.4,0.25,0.78,0.53,0.25,0.72,1.88,4.00,0.00,Matches
479,Cassius Mailula,za RSA,"FW,MF",Toronto FC,21,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.0,2.50,0.00,0.00,0.00,1.25,1.25,0.00,0.00,Matches
480,Christian Makoun,ve VEN,"DF,MF",NE Revolution,22,2000,5.4,2.59,1.11,1.30,1.30,0.00,0.93,1.48,62.5,0.56,1.11,0.37,0.74,1.11,3.70,2.78,0.00,Matches
481,Adilson Malanda,fr FRA,DF,Charlotte,21,2001,28.5,1.37,0.84,0.95,0.39,0.04,0.81,1.30,62.2,0.49,1.40,0.81,0.60,1.12,2.49,4.07,0.07,Matches
482,Denil Maldonado,hn HON,DF,LAFC,24,1998,18.6,1.13,0.75,0.65,0.48,0.00,0.65,1.45,44.4,0.81,1.02,0.70,0.32,1.24,2.37,3.49,0.00,Matches
483,Machop Malual,ss SSD,"FW,MF",Atlanta Utd,24,1998,5.2,1.35,0.77,0.38,0.96,0.00,0.38,0.38,100.0,0.00,1.73,0.19,1.54,0.58,1.92,0.00,0.00,Matches
484,Elias Manoel,br BRA,FW,NY Red Bulls,21,2001,18.4,0.60,0.27,0.22,0.11,0.27,0.22,0.65,33.3,0.43,1.30,0.00,1.30,0.22,0.82,0.27,0.00,Matches
485,J.T. Marcinkowski,us USA,GK,SJ Earthquakes,25,1997,12.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,Matches
486,Paul Marie,fr FRA,DF,SJ Earthquakes,27,1995,22.3,2.91,1.66,1.84,0.76,0.31,1.66,3.59,46.3,1.93,1.84,0.31,1.52,1.17,4.08,2.11,0.00,Matches
487,Anthony Markanich,ph PHI,DF,Colorado Rapids,23,1999,3.8,3.42,1.84,2.37,1.05,0.00,1.84,3.68,50.0,1.84,2.11,0.53,1.58,1.32,4.74,4.47,0.00,Matches
488,Anthony Markanich,ph PHI,DF,St. Louis,23,1999,7.3,2.47,1.37,0.96,0.96,0.55,0.96,2.05,46.7,1.10,1.51,0.41,1.10,1.92,4.38,1.92,0.00,Matches
489,George Marks,us USA,GK,Charlotte,23,1999,7.0,0.14,0.14,0.14,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.14,0.57,0.14,Matches
490,Mikael Marques,se SWE,MF,Minnesota Utd,21,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,Matches
491,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",Toronto FC,18,2004,12.8,2.27,1.17,1.48,0.70,0.08,0.94,1.88,50.0,0.94,1.02,0.08,0.94,0.47,2.73,0.94,0.00,Matches
492,Alonso Martínez,cr CRC,"FW,DF",NYCFC,24,1998,0.4,2.50,2.50,0.00,2.50,0.00,2.50,2.50,100.0,0.00,10.0,0.00,10.0,0.00,2.50,0.00,0.00,Matches
493,José Martínez,es ESP,DF,FC Dallas,29,1993,15.9,1.13,0.75,0.82,0.25,0.06,0.57,0.82,69.2,0.25,0.88,0.50,0.38,1.01,2.14,4.15,0.00,Matches
494,Josef Martínez,ve VEN,FW,Inter Miami,29,1993,19.3,0.26,0.16,0.10,0.00,0.16,0.16,0.41,37.5,0.26,0.26,0.05,0.21,0.05,0.31,0.62,0.00,Matches
495,Luís Martins,pt POR,DF,Vancouver W'caps,30,1992,18.0,1.94,1.28,0.94,0.78,0.22,1.17,1.89,61.8,0.72,0.44,0.11,0.33,1.39,3.33,2.06,0.06,Matches
496,Thiago Martins,br BRA,DF,NYCFC,27,1995,24.3,1.23,0.82,0.95,0.29,0.00,0.78,0.99,79.2,0.21,0.86,0.41,0.45,0.49,1.73,5.02,0.04,Matches
497,Alexandru Mățan,ro ROU,"MF,FW",Columbus Crew,23,1999,25.2,0.56,0.44,0.28,0.24,0.04,0.24,0.95,25.0,0.71,0.75,0.04,0.71,0.48,1.03,0.12,0.00,Matches
498,Jimmy Maurer,us USA,GK,FC Dallas,34,1988,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,Matches
499,Chris Mavinga,cd COD,DF,LA Galaxy,31,1991,12.5,0.64,0.32,0.48,0.16,0.00,0.32,0.64,50.0,0.32,1.28,0.88,0.40,0.80,1.44,3.44,0.16,Matches
500,Max,br BRA,"MF,FW",Colorado Rapids,21,2001,7.4,2.43,1.49,1.49,0.54,0.41,1.35,2.57,52.6,1.22,1.62,0.00,1.62,0.95,3.38,1.62,0.00,Matches
501,Andreas Maxsø,dk DEN,DF,Colorado Rapids,28,1994,32.5,0.40,0.15,0.25,0.15,0.00,0.18,0.37,50.0,0.18,0.89,0.77,0.12,0.52,0.92,3.75,0.00,Matches
502,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,25,1997,20.4,1.27,0.74,0.64,0.59,0.05,0.39,1.27,30.8,0.88,0.64,0.10,0.54,1.13,2.40,1.32,0.10,Matches
503,Hugo-Hilaire Mbongue Mbongue,ca CAN,"FW,MF",Toronto FC,18,2004,2.9,0.34,0.00,0.00,0.34,0.00,0.00,0.69,0.0,0.69,0.69,0.00,0.69,0.00,0.34,1.03,0.00,Matches
504,John McCarthy,us USA,GK,LAFC,30,1992,25.0,0.08,0.08,0.08,0.00,0.00,0.04,0.04,100.0,0.00,0.00,0.00,0.00,0.04,0.12,0.28,0.08,Matches
505,Dax McCarty,us USA,MF,Nashville SC,35,1987,21.0,2.29,1.33,1.10,0.95,0.24,1.24,2.48,50.0,1.24,1.24,0.57,0.67,0.95,3.24,1.71,0.00,Matches
506,Jack McGlynn,us USA,MF,Philadelphia Union,19,2003,18.0,1.56,0.72,0.94,0.50,0.11,1.11,2.44,45.5,1.33,0.61,0.06,0.56,0.72,2.28,0.78,0.00,Matches
507,Zac McGraw,ca CAN,DF,Portland Timbers,25,1997,26.9,1.64,0.74,1.04,0.59,0.00,1.00,1.49,67.5,0.48,1.60,1.04,0.56,1.56,3.20,5.91,0.07,Matches
508,Duncan McGuire,us USA,FW,Orlando City,21,2001,15.4,0.32,0.19,0.00,0.13,0.19,0.06,0.32,20.0,0.26,0.84,0.06,0.78,0.13,0.45,1.10,0.00,Matches
509,Kendall McIntosh,us USA,GK,Sporting KC,29,1994,13.2,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.08,0.00,0.08,0.00,0.00,0.30,0.00,Matches
510,Thomas McNamara,us USA,"MF,FW",NE Revolution,31,1991,2.1,0.48,0.48,0.00,0.00,0.48,0.48,1.43,33.3,0.95,0.48,0.48,0.00,0.95,1.43,1.43,0.00,Matches
511,Christopher McVey,se SWE,DF,Inter Miami,25,1997,13.5,1.56,0.67,0.81,0.59,0.15,0.67,1.48,45.0,0.81,1.04,0.59,0.44,1.70,3.26,2.52,0.00,Matches
512,Jimmy Medranda,co COL,"MF,DF",Columbus Crew,28,1994,1.2,5.00,2.50,4.17,0.83,0.00,0.83,2.50,33.3,1.67,2.50,0.83,1.67,3.33,8.33,0.00,0.00,Matches
513,Tim Melia,us USA,GK,Sporting KC,36,1986,15.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.06,Matches
514,Vinicius Mello,br BRA,FW,Charlotte,20,2002,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.0,1.67,0.00,0.00,0.00,0.00,0.00,3.33,0.00,Matches
515,Jonathan Mensah,gh GHA,DF,SJ Earthquakes,32,1990,21.7,0.37,0.28,0.23,0.14,0.00,0.23,0.46,50.0,0.23,1.29,0.78,0.51,0.92,1.29,4.24,0.05,Matches
516,Justin Meram,iq IRQ,"FW,MF",Charlotte,34,1988,14.8,1.15,0.68,0.34,0.47,0.34,0.81,1.96,41.4,1.15,0.81,0.00,0.81,0.47,1.62,0.74,0.00,Matches
517,Justin Meram,iq IRQ,"FW,MF",Real Salt Lake,34,1988,2.0,5.00,4.50,2.50,2.50,0.00,3.50,5.50,63.6,2.00,1.00,0.50,0.50,2.00,7.00,2.50,0.00,Matches
518,Lionel Messi,ar ARG,"FW,MF",Inter Miami,35,1987,4.1,0.24,0.24,0.00,0.24,0.00,0.00,0.49,0.0,0.49,0.00,0.00,0.00,0.24,0.49,0.00,0.00,Matches
519,Matt Miazga,us USA,DF,FC Cincinnati,27,1995,26.5,0.94,0.64,0.68,0.26,0.00,0.64,0.75,85.0,0.11,1.25,0.98,0.26,1.36,2.30,5.13,0.04,Matches
520,Micael,br BRA,DF,Houston Dynamo,22,2000,21.9,1.74,1.14,1.28,0.32,0.14,0.82,1.10,75.0,0.27,1.42,0.78,0.64,1.28,3.01,5.71,0.09,Matches
521,Novak Mićović,rs SRB,GK,LA Galaxy,21,2001,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
522,Matko Miljevic,us USA,"MF,FW",CF Montréal,21,2001,1.5,1.33,0.67,0.00,0.67,0.67,0.00,2.00,0.0,2.00,0.00,0.00,0.00,0.67,2.00,0.00,0.00,Matches
523,Eric Miller,us USA,DF,Portland Timbers,30,1993,13.4,1.19,0.90,0.67,0.30,0.22,0.90,1.57,57.1,0.67,0.67,0.45,0.22,0.52,1.72,3.36,0.07,Matches
524,Kamal Miller,ca CAN,DF,Inter Miami,25,1997,20.5,1.41,1.07,1.02,0.39,0.00,1.12,1.66,67.6,0.54,0.83,0.49,0.34,1.22,2.63,2.83,0.10,Matches
525,Kamal Miller,ca CAN,DF,CF Montréal,25,1997,5.3,0.57,0.38,0.19,0.19,0.19,0.38,0.94,40.0,0.57,0.94,0.57,0.38,1.13,1.70,2.26,0.00,Matches
526,Tyler Miller,us USA,GK,D.C. United,29,1993,24.5,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.00,0.00,0.00,0.08,0.08,0.86,0.20,Matches
527,Kevin Molino,tt TRI,"MF,FW",Columbus Crew,32,1990,0.7,5.71,4.29,2.86,1.43,1.43,1.43,1.43,100.0,0.00,2.86,0.00,2.86,0.00,5.71,0.00,0.00,Matches
528,Alex Monis,ph PHI,FW,Chicago Fire,19,2003,0.1,10.0,10.0,0.00,10.0,0.00,10.0,10.0,100.0,0.00,0.00,0.00,0.00,10.0,20.0,0.00,0.00,Matches
