0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
427,Kevin Long,ie IRL,DF,Toronto FC,33,1990,26,24,2114,23.5,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.04,0.01,0.01,0.03,0.04,0.13,1.83,0.09,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
428,Matthew Longstaff,eng ENG,MF,Toronto FC,23,2000,32,25,2220,24.7,0.08,0.08,0.16,0.08,0.00,0.00,0.24,0.00,0.12,0.12,0.06,0.18,1.30,5.71,3.85,0.08,0.08,0.16,0.08,0.16,0.12,0.06,0.18,0.12,0.18,Matches
429,Antino Lopez,us USA,MF,Seattle Sounders,21,2002,1,0,6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
430,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,23,2000,24,22,1819,20.2,0.30,0.10,0.40,0.30,0.00,0.00,0.20,0.00,0.21,0.21,0.14,0.36,1.98,5.45,3.17,0.30,0.10,0.40,0.30,0.40,0.21,0.14,0.35,0.21,0.35,Matches
431,Marvin Loría,cr CRC,MF,Portland Timbers,26,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
432,Evan Louro,us USA,GK,FC Cincinnati,28,1996,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
433,Daniel Lovitz,us USA,DF,Nashville SC,32,1991,28,25,2269,25.2,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.06,0.06,1.19,4.72,2.54,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
434,Damion Lowe,jm JAM,DF,Philadelphia Union,30,1993,12,12,964,10.7,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.07,0.07,0.01,0.09,0.37,2.24,0.28,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
435,Eduard Löwen,de GER,MF,St. Louis,27,1997,23,21,1858,20.6,0.24,0.10,0.34,0.10,0.15,0.19,0.15,0.00,0.26,0.11,0.23,0.34,2.86,7.96,2.82,0.24,0.10,0.34,0.10,0.19,0.26,0.23,0.49,0.11,0.34,Matches
436,Diego Luna,us USA,FW,Real Salt Lake,20,2003,31,26,2207,24.5,0.33,0.33,0.65,0.33,0.00,0.00,0.20,0.00,0.25,0.25,0.24,0.49,2.41,4.86,5.96,0.33,0.33,0.65,0.33,0.65,0.25,0.24,0.49,0.25,0.49,Matches
437,Benjamin Lundt,de GER,GK,St. Louis,28,1995,3,2,239,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
438,Jack Lynn,us USA,"FW,MF",Orlando City,24,2000,11,2,256,2.8,0.71,0.00,0.71,0.71,0.00,0.00,0.00,0.00,0.89,0.89,0.00,0.89,1.43,1.07,6.07,0.70,0.00,0.70,0.70,0.70,0.86,0.00,0.86,0.86,0.86,Matches
439,Larrys Mabiala,cd COD,DF,Portland Timbers,36,1987,1,1,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
440,Aimé Mabika,zm ZAM,DF,Toronto FC,25,1998,12,3,464,5.2,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.10,0.10,0.00,0.10,0.19,2.69,0.19,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Matches
441,Zac MacMath,us USA,GK,Real Salt Lake,32,1991,23,23,2070,23.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.02,0.02,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
442,Lukas MacNaughton,ca CAN,DF,Nashville SC,28,1995,6,5,411,4.6,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.09,0.09,0.02,0.11,0.22,3.26,0.22,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12,Matches
443,Talles Magno,br BRA,"FW,MF",NYCFC,21,2002,3,0,68,0.8,1.25,0.00,1.25,0.00,1.25,1.25,0.00,0.00,1.13,0.13,0.13,0.25,2.50,3.75,10.0,1.32,0.00,1.32,0.00,0.00,1.16,0.14,1.30,0.12,0.26,Matches
444,Jack Maher,us USA,DF,Nashville SC,24,1999,28,27,2428,27.0,0.04,0.00,0.04,0.04,0.00,0.00,0.07,0.00,0.05,0.05,0.00,0.05,0.15,1.48,0.15,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05,Matches
445,Cassius Mailula,za RSA,"MF,DF",Toronto FC,22,2001,2,0,19,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,5.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,1.69,0.00,1.69,1.69,1.69,Matches
446,Adilson Malanda,fr FRA,DF,Charlotte,22,2001,32,32,2880,32.0,0.03,0.00,0.03,0.03,0.00,0.00,0.09,0.00,0.04,0.04,0.02,0.05,0.22,2.94,0.19,0.03,0.00,0.03,0.03,0.03,0.04,0.02,0.05,0.04,0.05,Matches
447,Elias Manoel,br BRA,FW,NY Red Bulls,22,2001,33,17,1547,17.2,0.47,0.06,0.52,0.41,0.06,0.12,0.06,0.00,0.62,0.52,0.07,0.60,1.16,1.16,5.52,0.47,0.06,0.52,0.41,0.47,0.62,0.07,0.69,0.53,0.60,Matches
448,Dominik Marczuk,pl POL,FW,Real Salt Lake,20,2003,8,5,452,5.0,0.20,0.20,0.40,0.20,0.00,0.00,0.00,0.00,0.16,0.16,0.26,0.42,4.60,5.00,14.0,0.20,0.20,0.40,0.20,0.40,0.16,0.26,0.41,0.16,0.41,Matches
449,Paul Marie,fr FRA,"DF,FW",SJ Earthquakes,28,1995,30,16,1537,17.1,0.18,0.06,0.23,0.18,0.00,0.00,0.23,0.00,0.10,0.10,0.13,0.23,2.40,4.04,5.15,0.18,0.06,0.23,0.18,0.23,0.10,0.13,0.23,0.10,0.23,Matches
450,Anthony Markanich,ph PHI,"MF,DF",Minnesota Utd,24,1999,2,1,62,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.00,4.29,10.0,0.00,0.00,0.00,0.00,0.00,0.06,0.42,0.48,0.06,0.48,Matches
451,Anthony Markanich,ph PHI,DF,St. Louis,24,1999,19,15,1312,14.6,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.07,0.04,0.03,0.03,0.07,1.10,5.21,2.53,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
452,Idan Markovich,il ISR,FW,Charlotte,19,2004,1,0,18,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
453,Marlon,br BRA,DF,LAFC,28,1995,5,1,126,1.4,0.71,0.00,0.71,0.71,0.00,0.00,0.71,0.00,0.07,0.07,0.00,0.07,0.00,3.57,0.00,0.71,0.00,0.71,0.71,0.71,0.08,0.00,0.08,0.08,0.08,Matches
454,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",Toronto FC,19,2004,22,10,1035,11.5,0.09,0.26,0.35,0.09,0.00,0.00,0.09,0.00,0.08,0.08,0.17,0.25,2.52,3.39,6.43,0.09,0.26,0.35,0.09,0.35,0.08,0.18,0.25,0.08,0.25,Matches
455,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",CF Montréal,19,2004,9,7,650,7.2,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.03,0.03,0.07,0.10,4.17,4.17,6.81,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
456,Alonso Martínez,cr CRC,FW,NYCFC,25,1998,26,19,1488,16.5,0.97,0.18,1.15,0.97,0.00,0.00,0.06,0.00,0.62,0.62,0.07,0.68,1.39,1.21,6.00,0.97,0.18,1.15,0.97,1.15,0.62,0.07,0.68,0.62,0.68,Matches
457,David Martínez,ve VEN,"FW,MF",LAFC,17,2006,17,4,456,5.1,0.78,0.39,1.18,0.78,0.00,0.00,0.39,0.20,0.35,0.27,0.14,0.41,3.73,6.08,7.06,0.79,0.39,1.18,0.79,1.18,0.36,0.13,0.49,0.28,0.42,Matches
458,Josef Martínez,ve VEN,"FW,MF",CF Montréal,30,1993,23,13,1376,15.3,0.72,0.20,0.92,0.65,0.07,0.07,0.13,0.00,0.61,0.56,0.12,0.69,0.85,1.57,4.77,0.72,0.20,0.92,0.65,0.85,0.61,0.13,0.74,0.56,0.69,Matches
459,Luís Martins,pt POR,"DF,MF",Vancouver W'caps,31,1992,16,9,774,8.6,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.09,0.10,1.63,3.60,4.42,0.00,0.12,0.12,0.00,0.12,0.01,0.10,0.11,0.01,0.11,Matches
460,Thiago Martins,br BRA,DF,NYCFC,28,1995,31,31,2789,31.0,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.02,0.02,0.02,0.04,0.58,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
461,Alexandru Mățan,ro ROU,MF,Columbus Crew,24,1999,28,17,1441,16.0,0.25,0.13,0.38,0.25,0.00,0.00,0.13,0.00,0.17,0.17,0.11,0.28,4.38,6.56,5.13,0.25,0.12,0.37,0.25,0.37,0.17,0.11,0.28,0.17,0.28,Matches
462,Jimmy Maurer,us USA,GK,FC Dallas,35,1988,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
463,Andreas Maxsø,dk DEN,DF,Colorado Rapids,29,1994,34,34,3060,34.0,0.00,0.03,0.03,0.00,0.00,0.00,0.09,0.00,0.02,0.02,0.01,0.04,0.35,2.76,0.18,0.00,0.03,0.03,0.00,0.03,0.02,0.01,0.03,0.02,0.03,Matches
464,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,26,1997,21,12,1110,12.3,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.09,0.10,0.73,2.20,4.55,0.00,0.08,0.08,0.00,0.08,0.01,0.09,0.10,0.01,0.10,Matches
465,John McCarthy,us USA,GK,LA Galaxy,31,1992,32,32,2880,32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
466,Dax McCarty,us USA,MF,Atlanta Utd,36,1987,22,10,915,10.2,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.04,0.04,0.11,0.15,0.59,5.78,0.88,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15,Matches
467,Christian McFarlane,eng ENG,"DF,MF",NYCFC,17,2007,8,4,364,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.10,1.25,1.25,8.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.09,0.02,0.09,Matches
468,Jack McGlynn,us USA,MF,Philadelphia Union,20,2003,30,25,2309,25.7,0.16,0.19,0.35,0.16,0.00,0.00,0.12,0.00,0.09,0.09,0.20,0.29,1.79,10.2,2.41,0.16,0.19,0.35,0.16,0.35,0.09,0.20,0.29,0.09,0.29,Matches
469,Zac McGraw,ca CAN,DF,Portland Timbers,26,1997,13,10,857,9.5,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.01,0.01,0.00,0.01,0.11,2.42,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
470,Duncan McGuire,us USA,FW,Orlando City,22,2001,27,18,1600,17.8,0.56,0.11,0.67,0.56,0.00,0.00,0.34,0.00,0.40,0.40,0.10,0.49,0.96,1.57,5.28,0.56,0.11,0.68,0.56,0.68,0.40,0.10,0.50,0.40,0.50,Matches
471,Thomas McNamara,us USA,"FW,MF",NE Revolution,32,1991,5,2,203,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,1.30,5.65,2.61,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
472,Brendan McSorley,us USA,FW,St. Louis,21,2002,1,0,9,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
473,Christopher McVey,se SWE,DF,D.C. United,26,1997,27,26,2145,23.8,0.04,0.00,0.04,0.04,0.00,0.00,0.21,0.00,0.05,0.05,0.01,0.05,0.67,3.11,0.67,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.05,0.05,0.05,Matches
474,Ryan Meara,us USA,GK,NY Red Bulls,33,1990,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
475,Tim Melia,us USA,GK,Sporting KC,37,1986,28,28,2520,28.0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
476,Jonathan Mensah,gh GHA,"DF,FW",NE Revolution,33,1990,8,3,268,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
477,Loïc Mesanvi,tg TOG,"FW,MF",Minnesota Utd,20,2003,3,0,65,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.00,0.43,5.71,5.71,5.71,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.46,0.46,Matches
478,Lionel Messi,ar ARG,"FW,MF",Inter Miami,36,1987,19,15,1489,16.5,1.21,0.67,1.88,1.15,0.06,0.06,0.12,0.00,0.72,0.67,0.24,0.92,4.24,10.1,7.27,1.21,0.66,1.87,1.15,1.81,0.71,0.24,0.96,0.67,0.91,Matches
479,Matt Miazga,us USA,DF,FC Cincinnati,28,1995,16,16,1413,15.7,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.01,0.03,0.00,2.29,0.13,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
480,Micael,br BRA,DF,Houston Dynamo,23,2000,32,30,2769,30.8,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.01,0.01,0.02,0.03,0.00,1.46,0.10,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
481,Benji Michel,us USA,"FW,MF",Real Salt Lake,26,1997,2,0,33,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
482,Novak Mićović,rs SRB,GK,LA Galaxy,22,2001,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
483,Djordje Mihailovic,us USA,MF,Colorado Rapids,25,1998,29,29,2473,27.5,0.40,0.36,0.76,0.25,0.15,0.22,0.22,0.00,0.42,0.23,0.33,0.56,1.85,7.09,6.11,0.40,0.36,0.76,0.25,0.62,0.42,0.33,0.75,0.23,0.56,Matches
484,Jovan Mijatović,rs SRB,"FW,MF",NYCFC,18,2005,11,2,271,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.07,0.43,1.00,2.33,4.33,0.00,0.00,0.00,0.00,0.00,0.34,0.08,0.42,0.34,0.42,Matches
485,Eric Miller,us USA,DF,Portland Timbers,31,1993,25,8,1012,11.2,0.09,0.09,0.18,0.09,0.00,0.00,0.27,0.00,0.04,0.04,0.04,0.06,0.27,2.77,2.68,0.09,0.09,0.18,0.09,0.18,0.03,0.03,0.07,0.03,0.07,Matches
486,Kamal Miller,ca CAN,DF,Portland Timbers,26,1997,23,22,1959,21.8,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.03,0.03,0.00,0.03,0.60,3.17,0.41,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
487,Peyton Miller,us USA,DF,NE Revolution,16,2007,10,8,683,7.6,0.00,0.26,0.26,0.00,0.00,0.00,0.26,0.00,0.04,0.04,0.09,0.13,1.84,3.29,5.53,0.00,0.26,0.26,0.00,0.26,0.03,0.10,0.13,0.03,0.13,Matches
488,Tyler Miller,us USA,GK,D.C. United,30,1993,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
489,Georgi Minoungou,bf BFA,FW,Seattle Sounders,21,2002,10,3,371,4.1,0.24,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.12,0.12,0.12,0.24,7.80,2.44,13.9,0.24,0.00,0.24,0.24,0.24,0.12,0.12,0.24,0.12,0.24,Matches
490,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,28,1995,9,8,748,8.3,0.36,0.12,0.48,0.12,0.24,0.36,0.00,0.00,0.36,0.07,0.20,0.28,2.53,6.39,5.66,0.36,0.12,0.48,0.12,0.24,0.36,0.21,0.56,0.07,0.28,Matches
491,Roald Mitchell,tt TRI,FW,NY Red Bulls,21,2003,2,0,18,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
492,Shakur Mohammed,gh GHA,"MF,FW",Orlando City,20,2003,2,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
493,Shaq Moore,us USA,DF,Nashville SC,27,1996,23,19,1671,18.6,0.05,0.11,0.16,0.05,0.00,0.00,0.11,0.00,0.06,0.06,0.13,0.19,1.88,3.17,6.61,0.05,0.11,0.16,0.05,0.16,0.06,0.13,0.19,0.06,0.19,Matches
494,Felipe Mora,cl CHI,FW,Portland Timbers,30,1993,29,22,1889,21.0,0.67,0.10,0.76,0.62,0.05,0.05,0.14,0.05,0.64,0.60,0.11,0.71,0.48,1.05,5.57,0.67,0.10,0.76,0.62,0.71,0.64,0.11,0.75,0.60,0.71,Matches
495,Alfredo Morales,us USA,MF,SJ Earthquakes,33,1990,23,4,649,7.2,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.07,0.07,0.06,0.13,0.56,4.58,1.39,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13,Matches
496,Efrain Morales,bo BOL,DF,Atlanta Utd,19,2004,4,3,244,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0.37,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
497,Maximiliano Moralez,ar ARG,"MF,FW",NYCFC,36,1987,17,9,901,10.0,0.10,0.50,0.60,0.10,0.00,0.00,0.40,0.00,0.11,0.11,0.35,0.46,2.40,9.50,5.80,0.10,0.50,0.60,0.10,0.60,0.11,0.35,0.46,0.11,0.46,Matches
498,Steven Moreira,cv CPV,DF,Columbus Crew,29,1994,27,23,2108,23.4,0.09,0.13,0.21,0.09,0.00,0.00,0.00,0.00,0.05,0.05,0.11,0.15,1.67,5.77,1.88,0.09,0.13,0.21,0.09,0.21,0.05,0.11,0.15,0.05,0.15,Matches
499,Junior Moreno,ve VEN,"MF,FW",Houston Dynamo,30,1993,2,0,22,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
500,Santiago Moreno,co COL,"FW,MF",Portland Timbers,23,2000,31,29,2435,27.1,0.22,0.37,0.59,0.22,0.00,0.00,0.04,0.00,0.19,0.19,0.26,0.45,4.02,6.79,8.45,0.22,0.37,0.59,0.22,0.59,0.19,0.26,0.45,0.19,0.45,Matches
501,Lewis Morgan,sct SCO,"FW,MF",NY Red Bulls,27,1996,29,26,2414,26.8,0.49,0.19,0.67,0.41,0.07,0.11,0.00,0.00,0.47,0.38,0.24,0.62,2.72,3.51,6.75,0.48,0.19,0.67,0.41,0.60,0.47,0.24,0.71,0.38,0.62,Matches
502,Aidan Morris,us USA,MF,Columbus Crew,22,2001,16,15,1274,14.2,0.14,0.14,0.28,0.14,0.00,0.00,0.00,0.00,0.14,0.14,0.05,0.19,1.41,9.15,2.54,0.14,0.14,0.28,0.14,0.28,0.14,0.05,0.19,0.14,0.19,Matches
503,Jordan Morris,us USA,FW,Seattle Sounders,29,1994,34,32,2790,31.0,0.42,0.13,0.55,0.42,0.00,0.00,0.13,0.00,0.41,0.41,0.21,0.61,2.32,2.16,7.13,0.42,0.13,0.55,0.42,0.55,0.41,0.21,0.61,0.41,0.61,Matches
504,Edwin Mosquera,co COL,"FW,MF",Atlanta Utd,22,2001,22,5,626,7.0,0.14,0.43,0.57,0.14,0.00,0.00,0.29,0.00,0.30,0.30,0.29,0.59,8.14,3.00,10.9,0.14,0.43,0.58,0.14,0.58,0.30,0.28,0.59,0.30,0.59,Matches
505,Jean Mota,br BRA,MF,Inter Miami,30,1993,2,0,26,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
506,Cole Mrowka,us USA,MF,Columbus Crew,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
507,Chris Mueller,us USA,"FW,MF",Chicago Fire,27,1996,27,15,1352,15.0,0.00,0.13,0.13,0.00,0.00,0.00,0.07,0.00,0.13,0.13,0.20,0.33,4.33,3.60,8.33,0.00,0.13,0.13,0.00,0.13,0.13,0.20,0.34,0.13,0.34,Matches
508,Hany Mukhtar,de GER,"MF,FW",Nashville SC,28,1995,32,31,2745,30.5,0.26,0.30,0.56,0.16,0.10,0.16,0.16,0.00,0.37,0.24,0.30,0.54,2.69,5.18,6.10,0.26,0.30,0.56,0.16,0.46,0.37,0.30,0.67,0.24,0.54,Matches
509,Luis Müller,de GER,"FW,MF",LAFC,22,2001,4,0,8,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,50.0,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,Matches
510,Daniel Munie,us USA,DF,SJ Earthquakes,23,2000,17,12,1114,12.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,0.16,2.66,0.08,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
511,Luis Muriel,co COL,"FW,MF",Orlando City,32,1991,33,14,1583,17.6,0.28,0.28,0.57,0.17,0.11,0.11,0.11,0.00,0.26,0.17,0.28,0.45,4.15,6.65,7.73,0.28,0.28,0.57,0.17,0.45,0.26,0.28,0.54,0.17,0.45,Matches
512,Ian Murphy,us USA,DF,FC Cincinnati,24,2000,31,23,2290,25.4,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.01,0.01,0.00,0.01,0.94,5.16,0.59,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
513,Jacob Murrell,us USA,"FW,MF",D.C. United,19,2004,27,6,884,9.8,0.10,0.20,0.31,0.10,0.00,0.00,0.20,0.00,0.39,0.39,0.13,0.52,0.82,1.84,5.20,0.10,0.20,0.31,0.10,0.31,0.39,0.13,0.52,0.39,0.52,Matches
