0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
166,Mathieu Choiniere,ca CAN,MF,CF Montréal,24,1999,17,17,1497,16.6,0.12,0.06,0.18,0.06,0.06,0.06,0.30,0.00,0.08,0.03,0.10,0.13,1.39,4.88,2.59,0.12,0.06,0.18,0.06,0.12,0.08,0.10,0.18,0.03,0.13,Matches
167,Léo Chú,br BRA,"FW,MF",Seattle Sounders,23,2000,14,12,714,7.9,0.13,0.25,0.38,0.13,0.00,0.00,0.00,0.00,0.10,0.10,0.14,0.24,3.04,1.77,9.62,0.13,0.25,0.38,0.13,0.38,0.11,0.13,0.24,0.11,0.24,Matches
168,Caden Clark,us USA,"DF,FW",Minnesota Utd,20,2003,23,11,1032,11.5,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.06,0.06,0.10,0.16,2.52,3.48,7.48,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,Matches
169,Caden Clark,us USA,MF,CF Montréal,20,2003,9,8,669,7.4,0.54,0.27,0.81,0.54,0.00,0.00,0.14,0.00,0.36,0.36,0.15,0.51,2.43,4.46,5.95,0.54,0.27,0.81,0.54,0.81,0.36,0.14,0.51,0.36,0.51,Matches
170,Steve Clark,us USA,GK,Houston Dynamo,37,1986,31,31,2772,30.8,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Noah Cobb,us USA,DF,Atlanta Utd,18,2005,19,16,1353,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.03,0.03,0.00,0.03,0.13,3.00,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
172,Matías Cóccaro,uy URU,"FW,MF",CF Montréal,26,1997,22,10,902,10.0,0.40,0.10,0.50,0.20,0.20,0.20,0.20,0.00,0.44,0.28,0.08,0.36,0.90,1.90,5.10,0.40,0.10,0.50,0.20,0.30,0.44,0.08,0.51,0.28,0.36,Matches
173,Alonso Coello,es ESP,MF,Toronto FC,24,1999,25,20,1530,17.0,0.06,0.12,0.18,0.06,0.00,0.00,0.24,0.00,0.02,0.02,0.09,0.12,0.65,8.18,0.71,0.06,0.12,0.18,0.06,0.18,0.02,0.09,0.12,0.02,0.12,Matches
174,Josh Cohen,us USA,GK,Atlanta Utd,31,1992,3,2,209,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
175,Enzo Copetti,ar ARG,FW,Charlotte,28,1996,9,6,495,5.5,0.18,0.18,0.36,0.18,0.00,0.00,0.18,0.00,0.31,0.31,0.09,0.40,1.45,0.91,3.27,0.18,0.18,0.36,0.18,0.36,0.31,0.09,0.39,0.31,0.39,Matches
176,Gabriele Corbo,it ITA,DF,CF Montréal,24,2000,28,18,1725,19.2,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.02,0.02,0.06,0.07,0.42,3.65,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
177,Carlos Coronel,py PAR,GK,NY Red Bulls,27,1996,27,27,2430,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
178,Vitor Costa,br BRA,DF,SJ Earthquakes,29,1994,29,22,2101,23.3,0.09,0.13,0.21,0.09,0.00,0.00,0.34,0.00,0.08,0.08,0.07,0.15,1.46,2.32,3.65,0.09,0.13,0.21,0.09,0.21,0.08,0.07,0.15,0.08,0.15,Matches
179,Ben Cremaschi,us USA,MF,Inter Miami,18,2005,22,12,1140,12.7,0.31,0.08,0.39,0.31,0.00,0.00,0.24,0.00,0.30,0.30,0.09,0.38,1.65,4.72,4.09,0.32,0.08,0.39,0.32,0.39,0.30,0.08,0.38,0.30,0.38,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,29,1994,20,20,1757,19.5,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Matt Crooks,eng ENG,MF,Real Salt Lake,30,1994,29,23,1883,20.9,0.14,0.14,0.29,0.14,0.00,0.00,0.33,0.00,0.17,0.17,0.15,0.33,2.63,6.03,5.74,0.14,0.14,0.29,0.14,0.29,0.17,0.15,0.32,0.17,0.32,Matches
182,Andrés Cubas,py PAR,MF,Vancouver W'caps,27,1996,24,23,1931,21.5,0.00,0.05,0.05,0.00,0.00,0.00,0.33,0.00,0.01,0.01,0.03,0.03,0.19,3.58,0.09,0.00,0.05,0.05,0.00,0.05,0.01,0.03,0.03,0.01,0.03,Matches
183,Cucho,co COL,"FW,MF",Columbus Crew,24,1999,27,23,2113,23.5,0.81,0.43,1.23,0.72,0.09,0.17,0.13,0.04,0.60,0.46,0.33,0.79,2.60,6.94,6.55,0.81,0.43,1.24,0.72,1.15,0.60,0.33,0.93,0.46,0.79,Matches
184,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,20,2003,18,1,330,3.7,0.27,0.27,0.54,0.27,0.00,0.00,0.27,0.00,0.11,0.11,0.27,0.38,1.62,4.05,13.5,0.27,0.27,0.55,0.27,0.55,0.12,0.26,0.38,0.12,0.38,Matches
185,Hugo Cuypers,be BEL,FW,Chicago Fire,26,1997,31,31,2617,29.1,0.34,0.07,0.41,0.34,0.00,0.00,0.10,0.00,0.37,0.37,0.11,0.48,1.27,1.51,4.67,0.34,0.07,0.41,0.34,0.41,0.38,0.11,0.48,0.38,0.48,Matches
186,Rafael Czichos,de GER,DF,Chicago Fire,33,1990,28,26,2336,26.0,0.04,0.08,0.12,0.04,0.00,0.00,0.23,0.00,0.05,0.05,0.04,0.09,0.96,3.77,0.38,0.04,0.08,0.12,0.04,0.12,0.05,0.04,0.09,0.05,0.09,Matches
187,Cristián Dajome,co COL,"DF,FW",D.C. United,30,1994,31,23,2022,22.5,0.13,0.09,0.22,0.13,0.00,0.00,0.44,0.04,0.14,0.14,0.13,0.28,2.62,2.76,5.82,0.13,0.09,0.22,0.13,0.22,0.14,0.13,0.28,0.14,0.28,Matches
188,Dagur Dan Þórhallsson,is ISL,DF,Orlando City,23,2000,31,29,2408,26.8,0.07,0.19,0.26,0.07,0.00,0.00,0.15,0.00,0.07,0.07,0.12,0.19,2.87,3.06,4.40,0.07,0.19,0.26,0.07,0.26,0.07,0.13,0.19,0.07,0.19,Matches
189,Daniel,br BRA,GK,SJ Earthquakes,29,1994,12,12,1080,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
190,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,24,1999,14,7,625,6.9,0.43,0.00,0.43,0.43,0.00,0.00,0.00,0.00,0.32,0.32,0.10,0.41,1.59,3.19,3.48,0.43,0.00,0.43,0.43,0.43,0.31,0.10,0.41,0.31,0.41,Matches
191,Héctor David Martínez,py PAR,DF,Inter Miami,26,1998,4,4,280,3.1,0.00,0.32,0.32,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.19,0.19,1.61,2.26,0.32,0.00,0.32,0.32,0.00,0.32,0.00,0.20,0.20,0.00,0.20,Matches
192,Juan David Mosquera,co COL,DF,Portland Timbers,21,2002,34,34,2780,30.9,0.03,0.13,0.16,0.03,0.00,0.00,0.03,0.00,0.04,0.04,0.19,0.23,2.94,4.63,6.12,0.03,0.13,0.16,0.03,0.16,0.04,0.19,0.23,0.04,0.23,Matches
193,Jesús David Murillo,co COL,DF,LAFC,29,1994,22,19,1694,18.8,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.05,0.03,0.03,0.01,0.03,0.59,2.77,0.11,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
194,Jake Davis,us USA,"DF,MF",Sporting KC,22,2002,27,25,2225,24.7,0.12,0.12,0.24,0.12,0.00,0.00,0.45,0.04,0.02,0.02,0.10,0.12,1.90,4.98,3.32,0.12,0.12,0.24,0.12,0.24,0.02,0.10,0.12,0.02,0.12,Matches
195,Sean Davis,us USA,MF,Nashville SC,30,1993,25,17,1359,15.1,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.01,0.01,0.01,0.01,0.53,3.58,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
196,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,22,2001,16,9,652,7.2,0.14,0.14,0.28,0.00,0.14,0.14,0.14,0.00,0.25,0.14,0.13,0.26,2.08,3.75,7.78,0.14,0.14,0.28,0.00,0.14,0.25,0.13,0.38,0.14,0.27,Matches
197,Jonathan Dean,us USA,DF,Chicago Fire,26,1997,24,12,1111,12.3,0.08,0.00,0.08,0.08,0.00,0.00,0.16,0.00,0.06,0.06,0.05,0.10,1.87,2.60,5.69,0.08,0.00,0.08,0.08,0.08,0.05,0.05,0.10,0.05,0.10,Matches
198,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,32,1991,20,10,918,10.2,0.10,0.20,0.29,0.10,0.00,0.00,0.49,0.00,0.10,0.10,0.11,0.20,2.45,4.12,6.57,0.10,0.20,0.29,0.10,0.29,0.09,0.10,0.20,0.09,0.20,Matches
199,Marky Delgado,us USA,MF,LA Galaxy,28,1995,32,29,2466,27.4,0.04,0.15,0.18,0.04,0.00,0.00,0.26,0.04,0.05,0.05,0.15,0.20,1.68,7.96,5.29,0.04,0.15,0.18,0.04,0.18,0.05,0.15,0.20,0.05,0.20,Matches
200,Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,23,14,1158,12.9,0.31,0.16,0.47,0.31,0.00,0.00,0.16,0.00,0.12,0.12,0.06,0.19,1.09,3.26,3.41,0.31,0.16,0.47,0.31,0.47,0.13,0.06,0.19,0.13,0.19,Matches
201,Mikkel Desler,dk DEN,DF,Austin,28,1995,7,6,489,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.07,0.07,0.00,0.07,1.48,3.89,2.78,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
202,Lamine Diack,sn SEN,"FW,MF",Colorado Rapids,23,2000,4,0,19,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
203,Djibril Diani,fr FRA,MF,Charlotte,25,1998,28,21,1781,19.8,0.05,0.05,0.10,0.00,0.05,0.05,0.20,0.00,0.09,0.05,0.06,0.11,1.87,5.35,2.88,0.05,0.05,0.10,0.00,0.05,0.09,0.06,0.15,0.05,0.11,Matches
204,Marcos Dias,br BRA,FW,NE Revolution,22,2001,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.42,0.42,Matches
205,Jefferson Díaz,co COL,DF,Minnesota Utd,23,2000,9,9,797,8.9,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.02,0.02,0.01,0.04,0.56,3.15,0.67,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
206,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,19,2004,17,12,939,10.4,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.07,0.07,1.54,5.29,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
207,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,23,2000,18,4,379,4.2,0.24,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.29,0.29,0.31,0.60,1.90,2.14,7.38,0.24,0.00,0.24,0.24,0.24,0.29,0.30,0.59,0.29,0.59,Matches
208,Griffin Dorsey,us USA,DF,Houston Dynamo,24,1999,32,31,2653,29.5,0.10,0.10,0.20,0.10,0.00,0.00,0.24,0.03,0.07,0.07,0.17,0.24,3.69,1.73,8.64,0.10,0.10,0.20,0.10,0.20,0.07,0.17,0.24,0.07,0.24,Matches
209,C.J. dos Santos,us USA,GK,Inter Miami,23,2000,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
210,Hassani Dotson,us USA,MF,Minnesota Utd,26,1997,29,26,2250,25.0,0.20,0.08,0.28,0.16,0.04,0.04,0.16,0.04,0.12,0.08,0.10,0.18,1.08,5.68,2.20,0.20,0.08,0.28,0.16,0.24,0.12,0.10,0.22,0.08,0.18,Matches
211,Sebastián Driussi,ar ARG,"MF,FW",Austin,27,1996,27,26,2257,25.1,0.28,0.12,0.40,0.16,0.12,0.20,0.24,0.04,0.39,0.24,0.14,0.38,1.67,6.33,4.66,0.28,0.12,0.40,0.16,0.28,0.39,0.14,0.53,0.24,0.38,Matches
212,Erik Duenas,us USA,MF,LAFC,19,2004,14,4,387,4.3,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.02,0.02,0.07,0.09,2.33,6.28,2.79,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.09,0.03,0.09,Matches
213,Morris Duggan,de GER,DF,Minnesota Utd,23,2000,2,0,49,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
214,Bryce Duke,us USA,MF,CF Montréal,22,2001,32,24,2145,23.8,0.13,0.17,0.29,0.13,0.00,0.00,0.08,0.00,0.10,0.10,0.18,0.28,1.39,4.96,5.17,0.13,0.17,0.29,0.13,0.29,0.10,0.18,0.28,0.10,0.28,Matches
215,Kyle Duncan,us USA,DF,NY Red Bulls,26,1997,21,14,1284,14.3,0.07,0.07,0.14,0.07,0.00,0.00,0.28,0.00,0.03,0.03,0.08,0.11,2.03,2.52,4.83,0.07,0.07,0.14,0.07,0.14,0.03,0.08,0.11,0.03,0.11,Matches
216,Chris Durkin,us USA,MF,St. Louis,23,2000,28,26,2260,25.1,0.04,0.08,0.12,0.04,0.00,0.00,0.40,0.00,0.05,0.05,0.08,0.14,0.72,4.98,2.11,0.04,0.08,0.12,0.04,0.12,0.05,0.08,0.14,0.05,0.14,Matches
217,Nikolas Dyhr,dk DEN,DF,St. Louis,22,2001,5,2,138,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,4.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
218,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,26,1997,31,25,1933,21.5,0.28,0.05,0.33,0.23,0.05,0.05,0.00,0.00,0.36,0.33,0.11,0.43,0.70,2.70,4.74,0.28,0.05,0.33,0.23,0.28,0.36,0.11,0.47,0.33,0.43,Matches
219,Daniel Edelman,us USA,MF,NY Red Bulls,20,2003,31,29,2524,28.0,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.04,0.01,0.01,0.06,0.07,0.75,6.86,1.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
220,Earl Edwards Jr.,us USA,GK,NE Revolution,32,1992,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
221,Matthew Edwards,us USA,DF,Atlanta Utd,20,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.88,0.88,0.88,Matches
222,Michael Edwards,us USA,DF,Colorado Rapids,23,2000,4,2,208,2.3,0.43,0.00,0.43,0.43,0.00,0.00,0.43,0.00,0.30,0.30,0.00,0.30,0.43,2.17,0.87,0.43,0.00,0.43,0.43,0.43,0.32,0.01,0.32,0.32,0.32,Matches
223,Raheem Edwards,ca CAN,"DF,MF",CF Montréal,28,1995,25,18,1549,17.2,0.00,0.29,0.29,0.00,0.00,0.00,0.47,0.06,0.03,0.03,0.15,0.17,2.09,4.48,6.69,0.00,0.29,0.29,0.00,0.29,0.03,0.14,0.18,0.03,0.18,Matches
224,Noah Eile,se SWE,DF,NY Red Bulls,21,2002,29,27,2418,26.9,0.00,0.04,0.04,0.00,0.00,0.00,0.22,0.04,0.01,0.01,0.05,0.06,0.93,4.28,0.41,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,Matches
225,Piero Elias,us USA,FW,NYCFC,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
226,Jack Elliott,eng ENG,DF,Philadelphia Union,28,1995,28,27,2391,26.6,0.00,0.08,0.08,0.00,0.00,0.00,0.26,0.04,0.06,0.06,0.07,0.13,0.23,1.95,0.08,0.00,0.08,0.08,0.00,0.08,0.06,0.07,0.13,0.06,0.13,Matches
227,Herbert Endeley,us USA,"MF,DF",FC Dallas,22,2001,4,1,113,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.77,1.54,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,Matches
228,Emeka Eneli,us USA,MF,Real Salt Lake,24,1999,33,31,2668,29.6,0.03,0.03,0.07,0.03,0.00,0.00,0.20,0.00,0.07,0.07,0.03,0.09,1.62,4.76,1.59,0.03,0.03,0.07,0.03,0.07,0.07,0.03,0.10,0.07,0.10,Matches
229,Lawrence Ennali,de GER,FW,Houston Dynamo,21,2002,2,0,49,0.5,2.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,0.20,2.20,6.00,2.00,18.0,1.84,0.00,1.84,1.84,1.84,1.75,0.19,1.95,1.75,1.95,Matches
230,Boris Enow,cm CMR,MF,D.C. United,23,2000,7,3,302,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.29,0.03,0.03,0.00,0.03,1.18,5.59,0.59,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
231,Ramiro Enrique,ar ARG,FW,Orlando City,22,2001,20,12,1084,12.0,0.67,0.17,0.83,0.67,0.00,0.00,0.33,0.00,0.58,0.58,0.07,0.64,2.17,1.58,6.17,0.66,0.17,0.83,0.66,0.83,0.58,0.06,0.64,0.58,0.64,Matches
232,Victor Enriquez,,MF,Portland Timbers,17,2006,1,0,6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.00,0.31,Matches
233,Victor Eriksson,se SWE,DF,Minnesota Utd,23,2000,4,2,166,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches
234,Franco Escobar,ar ARG,DF,Houston Dynamo,28,1995,24,21,1818,20.2,0.10,0.05,0.15,0.10,0.00,0.00,0.59,0.05,0.03,0.03,0.08,0.12,1.68,4.70,3.61,0.10,0.05,0.15,0.10,0.15,0.04,0.08,0.12,0.04,0.12,Matches
235,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,28,1995,34,34,2969,33.0,0.12,0.39,0.52,0.12,0.00,0.00,0.15,0.00,0.13,0.13,0.36,0.49,3.82,4.00,8.70,0.12,0.39,0.52,0.12,0.52,0.13,0.36,0.49,0.13,0.49,Matches
236,Derrick Etienne,ht HAI,"MF,FW",Toronto FC,27,1996,23,19,1649,18.3,0.16,0.00,0.16,0.16,0.00,0.00,0.11,0.00,0.16,0.16,0.10,0.27,2.02,3.28,8.03,0.16,0.00,0.16,0.16,0.16,0.16,0.11,0.27,0.16,0.27,Matches
237,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,27,1996,2,0,27,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,3.33,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
238,Evander,br BRA,MF,Portland Timbers,25,1998,28,27,2459,27.3,0.55,0.55,1.10,0.44,0.11,0.11,0.29,0.00,0.36,0.27,0.41,0.69,2.53,7.51,4.58,0.55,0.55,1.10,0.44,0.99,0.36,0.41,0.78,0.28,0.69,Matches
239,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,28,1995,34,19,1671,18.6,0.22,0.05,0.27,0.22,0.00,0.00,0.11,0.00,0.18,0.18,0.16,0.34,2.10,4.41,6.34,0.22,0.05,0.27,0.22,0.27,0.18,0.16,0.34,0.18,0.34,Matches
240,Marco Farfan,us USA,DF,FC Dallas,25,1998,26,23,2024,22.5,0.04,0.04,0.09,0.04,0.00,0.00,0.18,0.00,0.03,0.03,0.02,0.05,0.84,2.31,2.31,0.04,0.04,0.09,0.04,0.09,0.03,0.02,0.05,0.03,0.05,Matches
241,Bryant Farkarlun,lr LBR,FW,Austin,22,2001,1,0,7,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
242,Andrew Farrell,us USA,"DF,MF",NE Revolution,31,1992,14,6,552,6.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,1.31,4.10,4.26,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
243,Logan Farrington,us USA,"FW,MF",FC Dallas,22,2001,29,10,1225,13.6,0.29,0.37,0.66,0.29,0.00,0.00,0.29,0.00,0.26,0.26,0.24,0.50,2.50,2.35,6.91,0.29,0.37,0.66,0.29,0.66,0.26,0.24,0.50,0.26,0.50,Matches
244,Mohamed Farsi,dz ALG,DF,Columbus Crew,24,1999,27,21,1872,20.8,0.19,0.10,0.29,0.19,0.00,0.00,0.05,0.00,0.16,0.16,0.13,0.28,2.60,2.98,10.9,0.19,0.10,0.29,0.19,0.29,0.16,0.13,0.29,0.16,0.29,Matches
245,Felipe,br BRA,"MF,FW",Orlando City,33,1990,14,4,355,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.23,0.23,0.08,0.28,0.26,8.21,0.51,0.00,0.00,0.00,0.00,0.00,0.22,0.07,0.29,0.22,0.29,Matches
246,Joaquín Fernández,es ESP,DF,Sporting KC,27,1996,2,2,115,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
247,Julián Fernández,ar ARG,"FW,MF",NYCFC,20,2004,21,6,674,7.5,0.27,0.27,0.53,0.27,0.00,0.00,0.13,0.13,0.27,0.27,0.16,0.43,2.93,4.00,9.07,0.27,0.27,0.53,0.27,0.53,0.26,0.17,0.43,0.26,0.43,Matches
248,Omir Fernandez,us USA,"FW,MF",Colorado Rapids,24,1999,33,19,1691,18.8,0.11,0.16,0.27,0.05,0.05,0.05,0.00,0.00,0.21,0.18,0.12,0.29,2.34,2.61,7.77,0.11,0.16,0.27,0.05,0.21,0.22,0.12,0.34,0.17,0.30,Matches
249,Jesús Ferreira,us USA,"MF,FW",FC Dallas,23,2000,22,14,1319,14.7,0.34,0.20,0.54,0.27,0.07,0.14,0.00,0.00,0.35,0.24,0.15,0.39,1.29,5.78,6.67,0.34,0.20,0.55,0.27,0.48,0.35,0.15,0.49,0.24,0.39,Matches
250,Sebastián Ferreira,py PAR,FW,Houston Dynamo,25,1998,18,6,723,8.0,0.63,0.38,1.00,0.50,0.13,0.13,0.25,0.00,0.44,0.35,0.14,0.49,0.50,1.38,6.25,0.62,0.37,1.00,0.50,0.87,0.44,0.14,0.57,0.34,0.48,Matches
251,Ethan Finlay,us USA,"FW,MF",Austin,33,1990,22,8,831,9.2,0.11,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.07,0.07,0.02,0.10,1.30,2.17,7.93,0.11,0.00,0.11,0.11,0.11,0.07,0.02,0.09,0.07,0.09,Matches
252,Nicolas Firmino,us USA,"FW,MF",Atlanta Utd,23,2001,8,2,165,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.06,1.67,3.33,6.11,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
