0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
247,Julián Fernández,ar ARG,"FW,MF",NYCFC,20,2004,7.5,0.27,2.67,1.20,45.0,2.67,1.20,0.10,0.22,19.0,0.13,0.00,0.00,0.27,0.27,0.10,0.00,0.00,Matches
248,Omir Fernandez,us USA,"FW,MF",Colorado Rapids,24,1999,18.8,0.11,1.38,0.53,38.5,1.38,0.53,0.04,0.10,17.9,0.00,0.05,0.05,0.21,0.18,0.13,-0.11,-0.12,Matches
249,Jesús Ferreira,us USA,"MF,FW",FC Dallas,23,2000,14.7,0.34,1.77,0.68,38.5,1.77,0.68,0.15,0.40,20.2,0.27,0.07,0.14,0.35,0.24,0.14,-0.01,0.03,Matches
250,Sebastián Ferreira,py PAR,FW,Houston Dynamo,25,1998,8.0,0.63,3.25,0.88,26.9,3.24,0.87,0.15,0.57,13.6,0.00,0.13,0.13,0.44,0.35,0.11,0.19,0.15,Matches
251,Ethan Finlay,us USA,"FW,MF",Austin,33,1990,9.2,0.11,0.54,0.22,40.0,0.54,0.22,0.20,0.50,13.2,0.00,0.00,0.00,0.07,0.07,0.13,0.04,0.04,Matches
252,Nicolas Firmino,us USA,"FW,MF",Atlanta Utd,23,2001,1.8,0.00,1.11,0.56,50.0,1.09,0.55,0.00,0.00,14.7,0.00,0.00,0.00,0.06,0.06,0.03,-0.06,-0.06,Matches
253,Leon Flach,us USA,MF,Philadelphia Union,22,2001,20.3,0.00,0.39,0.00,0.0,0.39,0.00,0.00,,27.1,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
254,Kristian Fletcher,us USA,"FW,MF",D.C. United,18,2005,2.7,0.37,2.59,1.11,42.9,2.56,1.10,0.14,0.33,17.4,0.00,0.00,0.00,0.33,0.33,0.13,0.04,0.04,Matches
255,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,21,2002,0.4,0.00,5.00,0.00,0.0,4.50,0.00,0.00,,9.8,0.00,0.00,0.00,0.75,0.75,0.13,-0.75,-0.75,Matches
256,Deybi Flores,hn HON,MF,Toronto FC,27,1996,23.2,0.04,0.78,0.17,22.2,0.78,0.17,0.06,0.25,18.0,0.00,0.00,0.00,0.04,0.04,0.05,0.00,0.00,Matches
257,CJ Fodrey,us USA,"FW,MF",Austin,19,2004,2.2,0.00,1.82,1.36,75.0,1.84,1.38,0.00,0.00,11.9,0.00,0.00,0.00,0.09,0.09,0.05,-0.09,-0.09,Matches
258,Nathan Fogaça,br BRA,"FW,MF",Portland Timbers,24,1999,2.0,0.50,4.00,2.00,50.0,3.96,1.98,0.13,0.25,14.6,0.00,0.00,0.00,0.35,0.35,0.09,0.15,0.15,Matches
259,Andreu Fontàs,es ESP,DF,Sporting KC,34,1989,15.7,0.00,0.13,0.00,0.0,0.13,0.00,0.00,,7.5,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
260,Emil Forsberg,se SWE,MF,NY Red Bulls,32,1991,15.1,0.60,2.45,0.93,37.8,2.46,0.93,0.11,0.29,24.5,0.79,0.33,0.33,0.43,0.17,0.07,0.17,0.10,Matches
261,Ajani Fortune,tt TRI,"MF,FW",Atlanta Utd,21,2002,14.5,0.07,1.03,0.34,33.3,1.03,0.34,0.07,0.20,20.4,0.00,0.00,0.00,0.06,0.06,0.05,0.01,0.01,Matches
262,Isaiah Foster,us USA,DF,FC Cincinnati,20,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
263,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,30,1993,9.2,0.11,1.74,0.87,50.0,1.73,0.87,0.06,0.13,12.9,0.00,0.00,0.00,0.23,0.23,0.13,-0.12,-0.12,Matches
264,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,20,2003,7.9,0.00,1.27,0.25,20.0,1.27,0.25,0.00,0.00,13.6,0.00,0.00,0.00,0.10,0.10,0.08,-0.10,-0.10,Matches
265,Liam Fraser,ca CAN,MF,FC Dallas,25,1998,15.3,0.07,0.59,0.26,44.4,0.59,0.26,0.11,0.25,23.3,0.00,0.00,0.00,0.04,0.04,0.06,0.03,0.03,Matches
266,Ian Fray,jm JAM,DF,Inter Miami,21,2002,7.3,0.27,0.82,0.55,66.7,0.83,0.55,0.33,0.50,9.0,0.00,0.00,0.00,0.05,0.05,0.07,0.22,0.22,Matches
267,Carl Fred Sainté,ht HAI,MF,FC Dallas,21,2002,1.7,0.00,0.59,0.00,0.0,0.60,0.00,0.00,,26.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
268,Wayne Frederick,tt TRI,MF,Colorado Rapids,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
269,Alex Freeman,us USA,"DF,MF",Orlando City,19,2004,0.1,0.00,20.0,10.0,50.0,18.00,9.00,0.00,0.00,7.7,0.00,0.00,0.00,2.00,2.00,0.09,-2.00,-2.00,Matches
270,Matt Freese,us USA,GK,NYCFC,25,1998,33.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
271,Stefan Frei,ch SUI,GK,Seattle Sounders,37,1986,27.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
272,Nicolás Freire,ar ARG,DF,Inter Miami,29,1994,8.2,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,10.7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
273,Malcolm Fry,us USA,FW,NE Revolution,18,2005,0.3,0.00,3.33,0.00,0.0,2.90,0.00,0.00,,11.8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
274,Julian Gaines,us USA,DF,Nashville SC,21,2002,2.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
275,McKinze Gaines,us USA,"FW,MF",Houston Dynamo,25,1998,1.7,0.00,1.76,1.18,66.7,1.75,1.17,0.00,0.00,13.5,0.00,0.00,0.00,0.06,0.06,0.04,-0.06,-0.06,Matches
276,McKinze Gaines,us USA,"MF,DF",Nashville SC,25,1998,1.4,0.00,1.43,0.00,0.0,1.45,0.00,0.00,,22.6,0.00,0.00,0.00,0.07,0.07,0.03,-0.07,-0.07,Matches
277,Jon Gallagher,ie IRL,DF,Austin,27,1996,29.6,0.10,0.54,0.24,43.8,0.54,0.24,0.19,0.43,16.9,0.00,0.00,0.00,0.07,0.07,0.14,0.03,0.03,Matches
278,Pedro Gallese,pe PER,GK,Orlando City,33,1990,29.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
279,Jeremy Garay,sv SLV,FW,D.C. United,20,2003,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
280,Carlos Garcés,co COL,DF,LA Galaxy,22,2001,4.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
281,Chase Gasper,us USA,DF,Chicago Fire,28,1996,2.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
282,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,28,1995,27.3,0.37,1.76,0.73,41.7,1.76,0.73,0.17,0.40,19.2,0.11,0.07,0.07,0.27,0.22,0.13,0.09,0.08,Matches
283,Luka Gavran,ca CAN,GK,Toronto FC,23,2000,9.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
284,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,27,1996,27.8,0.61,1.62,1.04,64.4,1.62,1.04,0.29,0.45,14.4,0.00,0.14,0.18,0.53,0.38,0.24,0.09,0.08,Matches
285,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,29,1994,8.0,0.63,4.88,1.38,28.2,4.87,1.37,0.10,0.36,15.4,0.00,0.13,0.13,0.61,0.53,0.11,0.01,-0.03,Matches
286,Carles Gil,es ESP,MF,NE Revolution,31,1992,25.4,0.28,1.85,0.71,38.3,1.85,0.71,0.13,0.33,23.9,0.43,0.04,0.04,0.15,0.11,0.06,0.13,0.12,Matches
287,Nacho Gil,es ESP,"FW,MF",NE Revolution,28,1995,7.0,0.14,1.71,0.57,33.3,1.71,0.57,0.08,0.25,13.5,0.14,0.00,0.00,0.30,0.30,0.17,-0.16,-0.16,Matches
288,Gastón Giménez,py PAR,MF,Chicago Fire,32,1991,18.8,0.05,1.12,0.27,23.8,1.12,0.27,0.05,0.20,28.8,0.05,0.00,0.00,0.05,0.05,0.04,0.01,0.01,Matches
289,Nicholas Gioacchini,us USA,"FW,MF",FC Cincinnati,23,2000,4.8,0.00,1.25,0.21,16.7,1.25,0.21,0.00,0.00,15.0,0.00,0.00,0.00,0.13,0.13,0.11,-0.13,-0.13,Matches
290,Jake Girdwood-Reich,au AUS,"MF,FW",St. Louis,19,2004,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
291,Olivier Giroud,fr FRA,FW,LAFC,37,1986,6.7,0.00,1.34,0.30,22.2,1.34,0.30,0.00,0.00,14.9,0.00,0.00,0.00,0.15,0.15,0.11,-0.15,-0.15,Matches
292,Dennis Gjengaar,no NOR,"MF,FW",NY Red Bulls,19,2004,10.4,0.19,1.25,0.67,53.8,1.25,0.68,0.15,0.29,14.4,0.00,0.00,0.00,0.24,0.24,0.19,-0.05,-0.05,Matches
293,Justen Glad,us USA,DF,Real Salt Lake,26,1997,25.0,0.00,0.60,0.04,6.7,0.60,0.04,0.00,0.00,13.3,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches
294,Omari Glasgow,gy GUY,MF,Chicago Fire,20,2003,0.4,0.00,2.50,0.00,0.0,2.50,0.00,0.00,,16.8,0.00,0.00,0.00,0.25,0.25,0.09,-0.25,-0.25,Matches
295,Jakob Glesnes,no NOR,DF,Philadelphia Union,29,1994,31.2,0.06,0.77,0.16,20.8,0.77,0.16,0.08,0.40,19.5,0.00,0.00,0.00,0.04,0.04,0.06,0.02,0.02,Matches
296,Caden Glover,us USA,FW,St. Louis,16,2007,0.6,0.00,5.00,3.33,66.7,5.00,3.33,0.00,0.00,10.7,0.00,0.00,0.00,0.50,0.50,0.10,-0.50,-0.50,Matches
297,Aníbal Godoy,pa PAN,MF,Nashville SC,33,1990,16.6,0.06,0.66,0.18,27.3,0.66,0.18,0.09,0.33,17.0,0.00,0.00,0.00,0.07,0.07,0.10,-0.01,-0.01,Matches
298,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,31,1992,27.4,0.04,0.73,0.15,20.0,0.73,0.15,0.05,0.25,13.8,0.00,0.00,0.00,0.04,0.04,0.05,-0.00,-0.00,Matches
299,Carlos Gómez,co COL,FW,Real Salt Lake,21,2002,20.1,0.65,3.38,1.59,47.1,3.39,1.59,0.19,0.41,17.0,0.10,0.00,0.00,0.42,0.42,0.12,0.22,0.22,Matches
300,Diego Gómez,py PAR,"FW,MF",Inter Miami,20,2003,15.0,0.20,1.53,0.87,56.5,1.53,0.86,0.13,0.23,17.5,0.00,0.00,0.00,0.14,0.14,0.09,0.06,0.06,Matches
301,Nicksoen Gomis,fr FRA,DF,Toronto FC,21,2002,22.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
302,Diogo Gonçalves,pt POR,"MF,FW",Real Salt Lake,26,1997,6.1,0.33,2.30,0.82,35.7,2.29,0.82,0.07,0.20,22.1,0.16,0.16,0.16,0.39,0.26,0.11,-0.07,-0.10,Matches
303,Omar Gonzalez,us USA,DF,FC Dallas,35,1988,9.3,0.00,0.43,0.11,25.0,0.43,0.11,0.00,0.00,8.1,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
304,Zavier Gozo,us USA,FW,Real Salt Lake,16,2007,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
305,Tayvon Gray,jm JAM,DF,NYCFC,21,2002,18.2,0.05,0.60,0.27,45.5,0.61,0.28,0.09,0.20,20.9,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.03,Matches
306,Ján Greguš,sk SVK,MF,Houston Dynamo,33,1991,4.2,0.00,0.48,0.00,0.0,0.47,0.00,0.00,,21.5,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
307,Julian Gressel,us USA,"MF,FW",Inter Miami,30,1993,26.0,0.04,1.12,0.31,27.6,1.12,0.31,0.03,0.13,19.6,0.00,0.00,0.00,0.10,0.10,0.09,-0.06,-0.06,Matches
308,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,28,1995,21.9,0.00,0.82,0.09,11.1,0.82,0.09,0.00,0.00,24.5,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
309,Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,20,2003,26.4,0.23,2.23,0.68,30.5,2.24,0.68,0.07,0.22,23.4,0.04,0.08,0.08,0.20,0.15,0.07,0.02,0.00,Matches
310,Andrew Gutman,us USA,DF,Chicago Fire,27,1996,8.1,0.12,1.60,0.25,15.4,1.61,0.25,0.08,0.50,17.5,0.00,0.00,0.00,0.07,0.07,0.05,0.05,0.05,Matches
311,Brad Guzan,us USA,GK,Atlanta Utd,39,1984,31.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
312,Justin Haak,us USA,"DF,MF",NYCFC,22,2001,8.7,0.00,0.92,0.34,37.5,0.92,0.35,0.00,0.00,15.3,0.00,0.00,0.00,0.08,0.08,0.09,-0.08,-0.08,Matches
313,Taha Habroune,us USA,MF,Columbus Crew,17,2006,1.0,0.00,1.00,0.00,0.0,0.98,0.00,0.00,,17.2,0.00,0.00,0.00,0.10,0.10,0.11,-0.10,-0.10,Matches
314,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,28,1995,2.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
315,Nicholas Hagen,gt GUA,GK,Columbus Crew,27,1996,3.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
316,Nick Hagglund,us USA,DF,FC Cincinnati,31,1992,5.1,0.00,0.20,0.20,100.0,0.19,0.19,0.00,0.00,13.4,0.00,0.00,0.00,0.02,0.02,0.13,-0.02,-0.02,Matches
317,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,24,1999,22.6,0.22,1.73,0.75,43.6,1.72,0.75,0.10,0.24,16.5,0.00,0.04,0.04,0.27,0.24,0.14,-0.05,-0.06,Matches
318,Belal Halbouni,sy SYR,DF,Vancouver W'caps,24,1999,1.9,0.00,2.11,0.00,0.0,2.14,0.00,0.00,,15.1,0.00,0.00,0.00,0.16,0.16,0.08,-0.16,-0.16,Matches
319,Julian Hall,us USA,"MF,FW",NY Red Bulls,15,2008,1.8,1.11,2.78,1.11,40.0,2.81,1.13,0.40,1.00,12.2,0.00,0.00,0.00,0.44,0.44,0.16,0.67,0.67,Matches
320,Michael Halliday,us USA,DF,Orlando City,21,2003,1.2,0.00,2.50,0.83,33.3,2.45,0.82,0.00,0.00,16.4,0.00,0.00,0.00,0.17,0.17,0.05,-0.17,-0.17,Matches
321,Bret Halsey,us USA,DF,FC Cincinnati,23,2000,5.4,0.00,1.48,0.74,50.0,1.49,0.75,0.00,0.00,13.3,0.00,0.00,0.00,0.19,0.19,0.13,-0.19,-0.19,Matches
322,Ian Harkes,us USA,MF,NE Revolution,28,1995,17.8,0.06,1.24,0.39,31.8,1.23,0.39,0.05,0.14,23.0,0.00,0.00,0.00,0.06,0.06,0.05,-0.01,-0.01,Matches
323,Cameron Harper,us USA,"MF,DF",NY Red Bulls,22,2001,15.8,0.32,2.59,1.46,56.1,2.60,1.46,0.12,0.22,16.4,0.00,0.00,0.00,0.29,0.29,0.11,0.03,0.03,Matches
324,Nathan Harriel,us USA,DF,Philadelphia Union,22,2001,26.4,0.08,1.33,0.19,14.3,1.33,0.19,0.06,0.40,13.6,0.00,0.00,0.00,0.11,0.11,0.08,-0.03,-0.03,Matches
325,Calvin Harris,eng ENG,FW,Colorado Rapids,23,2000,16.9,0.18,1.48,0.71,48.0,1.48,0.71,0.12,0.25,14.5,0.00,0.00,0.00,0.22,0.22,0.17,-0.05,-0.05,Matches
326,Marcel Hartel,de GER,"MF,FW",St. Louis,28,1996,9.0,0.33,1.56,0.44,28.6,1.56,0.44,0.14,0.50,18.9,0.00,0.11,0.11,0.21,0.12,0.08,0.12,0.10,Matches
327,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,23,2000,11.6,0.00,0.86,0.43,50.0,0.86,0.43,0.00,0.00,18.2,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
328,Thomas Hasal,ca CAN,GK,LAFC,24,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
329,Matt Hedges,us USA,DF,Austin,33,1990,9.7,0.10,0.62,0.21,33.3,0.62,0.21,0.17,0.50,7.8,0.00,0.00,0.00,0.07,0.07,0.12,0.03,0.03,Matches
330,Fabian Herbers,de GER,MF,Chicago Fire,30,1993,22.6,0.13,1.02,0.31,30.4,1.02,0.31,0.13,0.43,17.4,0.00,0.00,0.00,0.11,0.11,0.11,0.02,0.02,Matches
331,Jay Herdman,nz NZL,FW,Vancouver W'caps,19,2004,0.1,0.00,10.0,0.00,0.0,9.00,0.00,0.00,,29.9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
332,Felipe Hernandez,us USA,MF,Sporting KC,25,1998,4.2,0.00,0.71,0.00,0.0,0.72,0.00,0.00,,17.0,0.00,0.00,0.00,0.05,0.05,0.08,-0.05,-0.05,Matches
333,Ronald Hernández,ve VEN,DF,Atlanta Utd,26,1997,7.9,0.00,1.27,0.25,20.0,1.27,0.25,0.00,0.00,21.1,0.00,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches
334,Aaron Herrera,gt GUA,DF,D.C. United,26,1997,28.8,0.03,1.08,0.31,29.0,1.08,0.31,0.03,0.11,24.8,0.17,0.00,0.00,0.05,0.05,0.04,-0.01,-0.01,Matches
335,Héctor Herrera,mx MEX,MF,Houston Dynamo,33,1990,18.0,0.06,1.56,0.44,28.6,1.56,0.45,0.04,0.13,23.8,0.28,0.00,0.00,0.07,0.07,0.05,-0.02,-0.02,Matches
336,Marcelo Herrera,ar ARG,DF,Columbus Crew,25,1998,5.2,0.19,1.92,0.58,30.0,1.91,0.57,0.10,0.33,15.8,0.00,0.00,0.00,0.40,0.40,0.21,-0.21,-0.21,Matches
337,Bode Hidalgo,us USA,"DF,FW",Real Salt Lake,21,2002,16.2,0.00,0.56,0.06,11.1,0.56,0.06,0.00,0.00,23.1,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
338,Kyle Hiebert,ca CAN,DF,St. Louis,26,1997,15.2,0.00,0.59,0.07,11.1,0.59,0.07,0.00,0.00,15.1,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
339,Brendan Hines-Ike,us USA,DF,Austin,29,1994,24.7,0.08,0.40,0.12,30.0,0.41,0.12,0.20,0.67,19.0,0.00,0.00,0.00,0.03,0.03,0.08,0.05,0.05,Matches
340,Marino Hinestroza,co COL,"MF,FW",Columbus Crew,21,2002,3.9,0.51,2.56,0.77,30.0,2.55,0.76,0.20,0.67,13.0,0.00,0.00,0.00,0.46,0.46,0.18,0.05,0.05,Matches
341,Bongokuhle Hlongwane,za RSA,"FW,DF",Minnesota Utd,23,2000,21.3,0.52,2.44,1.17,48.1,2.44,1.17,0.21,0.44,14.0,0.00,0.00,0.00,0.44,0.42,0.20,0.08,0.09,Matches
342,Ryan Hollingshead,us USA,"DF,MF",LAFC,32,1991,24.5,0.04,0.86,0.29,33.3,0.86,0.29,0.05,0.14,15.8,0.00,0.00,0.00,0.06,0.06,0.07,-0.02,-0.02,Matches
343,Jackson Hopkins,us USA,MF,D.C. United,19,2004,10.6,0.00,0.94,0.28,30.0,0.94,0.28,0.00,0.00,23.9,0.00,0.00,0.00,0.09,0.09,0.10,-0.09,-0.09,Matches
344,Jannes Horn,de GER,DF,St. Louis,26,1997,6.2,0.00,0.81,0.16,20.0,0.80,0.16,0.00,0.00,17.5,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
345,Sebastien Ibeagha,us USA,DF,FC Dallas,32,1992,31.0,0.06,0.39,0.13,33.3,0.39,0.13,0.17,0.50,10.8,0.00,0.00,0.00,0.04,0.03,0.09,0.03,0.03,Matches
346,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,22,2002,29.4,0.20,2.28,0.92,40.3,2.28,0.92,0.09,0.22,17.1,0.00,0.00,0.00,0.22,0.22,0.10,-0.01,-0.01,Matches
347,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,21,2002,11.2,0.54,2.86,0.98,34.4,2.86,0.98,0.19,0.55,17.3,0.00,0.00,0.00,0.41,0.41,0.14,0.13,0.13,Matches
348,Tega Ikoba,us USA,"FW,MF",Portland Timbers,20,2003,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
349,Mitja Ilenič,si SVN,DF,NYCFC,19,2004,16.3,0.06,1.04,0.18,17.6,1.04,0.18,0.06,0.33,22.1,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,Matches
350,Asier Illarramendi,es ESP,MF,FC Dallas,33,1990,21.7,0.09,1.38,0.14,10.0,1.38,0.14,0.07,0.67,24.6,0.14,0.00,0.00,0.06,0.06,0.04,0.03,0.03,Matches
351,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,27,1996,19.0,0.00,0.63,0.21,33.3,0.63,0.21,0.00,0.00,10.0,0.00,0.00,0.00,0.07,0.07,0.11,-0.07,-0.07,Matches
352,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,32,1991,15.0,0.27,3.20,1.40,43.8,3.20,1.40,0.06,0.14,23.0,0.33,0.07,0.07,0.27,0.21,0.07,0.00,-0.01,Matches
353,Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
354,Aljaž Ivačič,si SVN,GK,NE Revolution,30,1993,25.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
355,Ousman Jabang,us USA,DF,CF Montréal,22,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
356,Aziel Jackson,us USA,MF,Columbus Crew,22,2001,4.0,0.50,3.75,1.25,33.3,3.78,1.26,0.13,0.40,18.9,0.00,0.00,0.00,0.38,0.38,0.10,0.13,0.13,Matches
357,Aziel Jackson,us USA,"FW,MF",St. Louis,22,2001,8.9,0.00,2.36,1.12,47.6,2.36,1.13,0.00,0.00,18.4,0.34,0.00,0.00,0.17,0.17,0.07,-0.17,-0.17,Matches
358,Jacob Jackson,us USA,GK,SJ Earthquakes,23,2000,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
359,Robin Jansson,se SWE,DF,Orlando City,32,1991,29.6,0.03,0.20,0.07,33.3,0.20,0.07,0.17,0.50,12.3,0.00,0.00,0.00,0.03,0.03,0.13,0.01,0.01,Matches
360,Andres Jasson,us USA,"MF,FW",NYCFC,22,2002,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
361,Mohanad Jeahze,iq IRQ,MF,D.C. United,26,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
362,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,23,2000,5.0,0.00,0.80,0.00,0.0,0.81,0.00,0.00,,19.3,0.00,0.00,0.00,0.22,0.22,0.28,-0.22,-0.22,Matches
363,Hector Jiménez,us USA,DF,Austin,35,1988,6.4,0.00,0.47,0.00,0.0,0.47,0.00,0.00,,14.1,0.00,0.00,0.00,0.06,0.06,0.14,-0.06,-0.06,Matches
364,Stiven Jimenez,us USA,MF,FC Cincinnati,16,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
365,Levonte Johnson,ca CAN,"FW,MF",Vancouver W'caps,24,1999,7.4,0.00,1.76,0.41,23.1,1.75,0.40,0.00,0.00,16.4,0.00,0.00,0.00,0.18,0.18,0.10,-0.18,-0.18,Matches
366,Sean Johnson,us USA,GK,Toronto FC,34,1989,25.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
367,DeJuan Jones,us USA,DF,NE Revolution,26,1997,15.7,0.00,0.38,0.00,0.0,0.38,0.00,0.00,,19.1,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
368,DeJuan Jones,us USA,DF,Columbus Crew,26,1997,4.5,0.44,0.89,0.44,50.0,0.88,0.44,0.50,1.00,14.4,0.00,0.00,0.00,0.16,0.16,0.17,0.29,0.29,Matches
369,Derrick Jones,us USA,MF,Columbus Crew,26,1997,5.3,0.00,0.57,0.38,66.7,0.57,0.38,0.00,0.00,25.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
370,Isaiah Jones,us USA,"MF,FW",Nashville SC,17,2006,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
371,Malachi Jones,sl SLE,FW,NYCFC,20,2003,5.4,0.19,3.33,0.93,27.8,3.32,0.92,0.06,0.20,13.5,0.00,0.00,0.00,0.41,0.41,0.12,-0.22,-0.22,Matches
372,Dejan Joveljić,rs SRB,FW,LA Galaxy,24,1999,21.4,0.70,2.66,1.31,49.1,2.66,1.31,0.25,0.50,12.2,0.00,0.05,0.09,0.74,0.65,0.25,-0.04,0.00,Matches
