0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,24_Matches
258,Julián Fernández,ar ARG,"FW,MF",NYCFC,21-335,2004,15.7,4.65,4.66,3.12,0.70,0.25,0.25,0.13,0.19,0.25,0.26,0.25,0.00,0.00,0.00,0.00,0.00,Matches
259,Nick Fernandez,us USA,MF,SJ Earthquakes,23-347,2001,1.3,1.54,1.54,0.00,0.77,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
260,Omir Fernandez,us USA,"MF,FW",Colorado Rapids,26-299,1999,2.0,6.50,6.43,5.50,0.00,0.50,0.50,0.00,0.00,1.00,0.99,1.00,0.00,0.00,0.00,0.00,0.00,Matches
261,Omir Fernandez,us USA,"MF,FW",Portland Timbers,26-299,1999,4.7,3.40,3.38,2.55,0.43,0.00,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
262,Jesús Ferreira,us USA,"FW,MF",Seattle Sounders,24-345,2000,24.2,3.31,3.31,2.64,0.33,0.08,0.25,0.00,0.00,0.41,0.41,0.33,0.00,0.00,0.08,0.00,0.00,Matches
263,Dominik Fitz,at AUT,"FW,DF",Minnesota Utd,26-171,1999,1.7,5.29,5.36,1.76,2.94,0.00,0.59,0.00,0.00,0.59,0.60,0.59,0.00,0.00,0.00,0.00,0.00,Matches
264,Kristian Fletcher,us USA,FW,D.C. United,20-120,2005,0.9,1.11,1.17,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
265,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,23-197,2002,0.1,30.0,33.75,0.00,0.00,10.0,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
266,Deybi Flores,hn HON,MF,Toronto FC,29-171,1996,15.1,1.46,1.46,1.19,0.00,0.00,0.13,0.07,0.07,0.26,0.26,0.20,0.00,0.00,0.00,0.00,0.07,Matches
267,Gilberto Flores,py PAR,DF,FC Cincinnati,22-247,2003,13.1,0.76,0.76,0.38,0.08,0.00,0.00,0.08,0.23,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.08,Matches
268,Max Floriani,us USA,DF,SJ Earthquakes,22-301,2003,9.1,0.88,0.88,0.77,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
269,CJ Fodrey,us USA,"FW,MF",Austin,21-297,2004,3.7,3.51,3.48,2.70,0.00,0.54,0.27,0.00,0.00,0.54,0.54,0.54,0.00,0.00,0.00,0.00,0.00,Matches
270,Mamadou Fofana,ml MLI,DF,NE Revolution,27-317,1998,28.6,0.56,0.56,0.52,0.00,0.00,0.00,0.00,0.03,0.03,0.04,0.03,0.00,0.00,0.00,0.00,0.00,Matches
271,Emil Forsberg,se SWE,"MF,FW",NY Red Bulls,34-042,1991,31.8,3.43,3.42,2.23,0.60,0.13,0.13,0.35,0.00,0.44,0.44,0.31,0.06,0.03,0.03,0.00,0.00,Matches
272,Ajani Fortune,tt TRI,"MF,DF",Atlanta Utd,22-339,2002,8.7,2.87,2.87,2.41,0.11,0.00,0.11,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
273,Jimer Fory,co COL,DF,Portland Timbers,23-194,2002,22.9,1.35,1.35,1.05,0.17,0.00,0.00,0.04,0.09,0.13,0.13,0.09,0.04,0.00,0.00,0.00,0.00,Matches
274,André Franco,pt POR,MF,Chicago Fire,27-236,1998,4.4,5.23,5.18,3.18,1.14,0.23,0.45,0.23,0.00,1.59,1.58,0.68,0.23,0.23,0.23,0.23,0.00,Matches
275,Kobe Franklin,ca CAN,DF,Toronto FC,22-208,2003,8.7,1.26,1.26,0.80,0.23,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
276,Ian Fray,jm JAM,DF,Inter Miami,23-095,2002,13.7,1.46,1.46,1.17,0.00,0.07,0.00,0.22,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,Matches
277,Wayne Frederick,tt TRI,MF,Colorado Rapids,21-174,2004,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
278,Alex Freeman,us USA,DF,Orlando City,21-117,2004,27.3,3.77,3.78,2.93,0.07,0.37,0.26,0.11,0.04,0.18,0.18,0.11,0.00,0.00,0.04,0.00,0.04,Matches
279,Matt Freese,us USA,GK,NYCFC,27-093,1998,30.7,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
280,Stefan Frei,ch SUI,GK,Seattle Sounders,39-228,1986,26.0,0.08,0.08,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
281,Julian Gaines,us USA,"FW,DF",Nashville SC,23-029,2002,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
282,Jeffrey Gal,us USA,GK,Chicago Fire,32-242,1993,6.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
283,Jon Gallagher,ie IRL,"DF,MF",Austin,29-284,1996,26.2,1.64,1.64,1.49,0.11,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
284,Pedro Gallese,pe PER,GK,Orlando City,35-284,1990,32.0,0.13,0.12,0.13,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
285,Ignatius Ganago,cm CMR,"FW,MF",NE Revolution,26-291,1999,17.5,1.60,1.60,1.14,0.00,0.00,0.17,0.23,0.06,0.34,0.34,0.23,0.00,0.00,0.00,0.11,0.00,Matches
286,Carlos Garcés,co COL,DF,LA Galaxy,24-054,2001,19.1,0.63,0.63,0.58,0.00,0.00,0.05,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
287,Diego García,us USA,MF,FC Dallas,19-048,2006,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
288,Manu García,es ESP,MF,Sporting KC,27-336,1998,23.3,4.08,4.08,2.70,0.43,0.30,0.17,0.34,0.13,0.47,0.47,0.30,0.00,0.00,0.09,0.04,0.04,Matches
289,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,29-353,1995,2.7,6.30,6.24,4.44,1.11,0.00,0.74,0.00,0.00,0.74,0.73,0.74,0.00,0.00,0.00,0.00,0.00,Matches
290,Luka Gavran,ca CAN,GK,Toronto FC,25-209,2000,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
291,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,29-277,1996,5.5,4.00,4.01,3.45,0.00,0.00,0.00,0.36,0.18,0.55,0.55,0.55,0.00,0.00,0.00,0.00,0.00,Matches
292,Dániel Gazdag,hu HUN,"MF,FW",Columbus Crew,29-277,1996,22.9,2.27,2.27,1.92,0.00,0.09,0.13,0.13,0.00,0.35,0.35,0.26,0.00,0.00,0.00,0.09,0.00,Matches
293,Owen Géne,fr FRA,MF,Minnesota Utd,22-260,2003,7.3,0.96,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Matches
294,Sharod George,us USA,MF,NE Revolution,21-208,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
295,Joran Gerbet,fr FRA,MF,Orlando City,24-157,2001,12.4,1.45,1.45,1.29,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.08,0.00,0.00,0.00,0.08,0.00,Matches
296,Samuel Gidi,sk SVK,MF,FC Cincinnati,21-233,2004,3.3,1.21,1.20,0.91,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
297,Carles Gil,es ESP,"MF,FW",NE Revolution,33-012,1992,33.9,6.31,6.31,4.25,1.15,0.32,0.06,0.47,0.06,0.62,0.62,0.38,0.06,0.03,0.00,0.15,0.00,Matches
298,Thomas Gillier,cl CHI,GK,CF Montréal,21-190,2004,8.0,0.13,0.12,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
299,Blake Gillingham,us USA,GK,Houston Dynamo,23-054,2002,3.3,0.30,0.31,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
300,Jake Girdwood-Reich,au AUS,"DF,MF",St. Louis,21-192,2004,5.5,0.36,0.36,0.18,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
301,Olivier Giroud,fr FRA,FW,LAFC,39-065,1986,5.9,3.05,3.07,2.20,0.00,0.00,0.51,0.34,0.00,0.68,0.68,0.34,0.00,0.00,0.17,0.17,0.00,Matches
302,Dennis Gjengaar,no NOR,"FW,MF",NY Red Bulls,21-283,2004,8.5,1.53,1.54,1.18,0.00,0.00,0.24,0.00,0.12,0.35,0.35,0.12,0.00,0.00,0.24,0.00,0.00,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,28-279,1997,30.9,1.04,1.04,0.87,0.03,0.00,0.03,0.06,0.03,0.16,0.16,0.13,0.00,0.00,0.00,0.03,0.00,Matches
304,Omari Glasgow,gy GUY,"DF,FW",Chicago Fire,22-012,2003,5.9,2.03,2.04,1.69,0.00,0.00,0.17,0.17,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
305,Ian Glavinovich,ar ARG,DF,Philadelphia Union,24-038,2001,2.9,0.34,0.35,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
306,Jakob Glesnes,no NOR,DF,Philadelphia Union,31-254,1994,29.2,1.10,1.10,0.82,0.10,0.00,0.10,0.03,0.03,0.10,0.10,0.03,0.03,0.00,0.03,0.00,0.00,Matches
307,Aníbal Godoy,pa PAN,MF,San Diego FC,35-297,1990,19.1,2.20,2.20,1.94,0.00,0.00,0.10,0.16,0.00,0.26,0.26,0.16,0.00,0.00,0.00,0.10,0.00,Matches
308,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,33-157,1992,19.6,0.46,0.46,0.41,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
309,Nicksoen Gomis,fr FRA,DF,Toronto FC,23-264,2002,5.3,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
310,Diogo Gonçalves,pt POR,"FW,MF",Real Salt Lake,28-301,1997,24.2,3.51,3.52,2.64,0.21,0.21,0.37,0.08,0.00,0.41,0.41,0.29,0.00,0.04,0.08,0.00,0.00,Matches
311,Omar Gonzalez,us USA,DF,Chicago Fire,37-054,1988,4.7,0.85,0.84,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
312,Archie Goodwin,au AUS,"MF,FW",Charlotte,21-027,2004,0.4,2.50,2.31,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
313,Zavier Gozo,us USA,"MF,FW",Real Salt Lake,18-257,2007,20.1,2.69,2.69,2.09,0.00,0.25,0.15,0.05,0.15,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Matches
314,Owen Graham Roache,ca CAN,FW,CF Montréal,17-296,2008,1.4,1.43,1.46,0.71,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
315,Tayvon Gray,jm JAM,DF,NYCFC,23-107,2002,19.5,1.95,1.95,1.69,0.10,0.10,0.05,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
316,Julian Gressel,us USA,"DF,MF",Minnesota Utd,31-353,1993,12.1,1.90,1.91,1.07,0.83,0.00,0.00,0.00,0.00,0.25,0.25,0.17,0.08,0.00,0.00,0.00,0.00,Matches
317,Yuri Guboglo,ht HAI,"DF,FW",CF Montréal,18-259,2007,11.2,1.34,1.33,1.16,0.00,0.09,0.00,0.09,0.00,0.18,0.18,0.09,0.00,0.00,0.00,0.09,0.00,Matches
318,Gage Guerra,,"FW,MF",Portland Timbers,22-348,2002,1.5,0.67,0.68,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
319,Colin Guske,us USA,"MF,FW",Orlando City,18-309,2007,0.2,5.00,5.63,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
320,Raul Gustavo,br BRA,DF,NYCFC,26-224,1999,4.7,1.70,1.71,1.06,0.00,0.21,0.21,0.21,0.00,0.43,0.43,0.21,0.00,0.00,0.21,0.00,0.00,Matches
321,Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,22-170,2003,22.7,5.33,5.33,3.92,0.04,0.26,0.53,0.44,0.13,0.57,0.57,0.40,0.00,0.04,0.13,0.00,0.00,Matches
322,Andrew Gutman,us USA,DF,Chicago Fire,29-063,1996,31.8,2.14,2.14,1.82,0.03,0.00,0.16,0.06,0.06,0.47,0.47,0.41,0.00,0.00,0.00,0.06,0.00,Matches
323,Brad Guzan,us USA,GK,Atlanta Utd,41-086,1984,26.0,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
324,Justin Haak,us USA,"DF,MF",NYCFC,24-083,2001,33.4,0.84,0.84,0.78,0.00,0.00,0.03,0.03,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
325,Taha Habroune,us USA,"MF,FW",Columbus Crew,19-302,2006,6.3,3.17,3.16,2.70,0.00,0.48,0.00,0.00,0.00,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,Matches
326,Alexander Hack,de GER,DF,NY Red Bulls,32-087,1993,16.1,1.43,1.43,1.30,0.00,0.00,0.12,0.00,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
327,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,30-078,1995,10.6,0.38,0.38,0.28,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
328,Nicholas Hagen,gt GUA,GK,Columbus Crew,29-124,1996,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
329,Nick Hagglund,us USA,DF,FC Cincinnati,33-081,1992,12.9,0.85,0.85,0.85,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches
330,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,26-266,1999,10.4,4.62,4.61,3.27,0.58,0.38,0.19,0.19,0.00,1.06,1.06,0.77,0.19,0.10,0.00,0.00,0.00,Matches
331,Belal Halbouni,sy SYR,DF,Vancouver W'caps,25-340,1999,8.1,0.99,0.98,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
332,Julian Hall,us USA,"FW,MF",NY Red Bulls,17-255,2008,7.6,3.03,3.03,1.97,0.00,0.39,0.13,0.39,0.13,0.26,0.26,0.13,0.00,0.00,0.00,0.13,0.00,Matches
333,Bret Halsey,us USA,DF,FC Cincinnati,25-186,2000,0.4,2.50,2.73,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
334,Nicholas Hansen,dk DEN,GK,Colorado Rapids,24-147,2001,10.0,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
335,Aiden Harangi,us USA,DF,San Diego FC,19-299,2006,3.7,1.62,1.61,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
336,Ian Harkes,us USA,MF,SJ Earthquakes,30-249,1995,23.8,2.90,2.90,2.61,0.00,0.00,0.17,0.08,0.04,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
337,Cameron Harper,us USA,"DF,MF",NY Red Bulls,24-015,2001,7.4,3.11,3.10,1.76,0.00,0.54,0.14,0.54,0.14,0.41,0.40,0.14,0.00,0.14,0.00,0.14,0.00,Matches
338,Nathan Harriel,us USA,DF,Philadelphia Union,24-225,2001,23.3,1.16,1.16,0.77,0.21,0.00,0.04,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
339,Alex Harris,us USA,"MF,FW",Colorado Rapids,20-291,2005,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
340,Calvin Harris,eng ENG,"FW,MF",Colorado Rapids,25-259,2000,14.8,2.50,2.50,1.62,0.07,0.07,0.27,0.47,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches
341,Marcel Hartel,de GER,"MF,FW",St. Louis,29-319,1996,33.6,5.33,5.33,3.39,1.28,0.21,0.33,0.12,0.00,0.30,0.30,0.18,0.06,0.03,0.03,0.00,0.00,Matches
342,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,25-304,2000,17.0,1.24,1.24,1.12,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches
343,Thomas Hasal,ca CAN,GK,LAFC,26-148,1999,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
344,Stuart Hawkins,us USA,"DF,MF",Seattle Sounders,19-077,2006,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
345,Kobi Henry,tt TRI,"DF,FW",Real Salt Lake,21-222,2004,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
346,Malik Henry,ca CAN,"MF,FW",Toronto FC,23-134,2002,1.3,3.08,3.05,2.31,0.00,0.00,0.00,0.77,0.00,1.54,1.53,1.54,0.00,0.00,0.00,0.00,0.00,Matches
347,Fabian Herbers,de GER,"MF,FW",CF Montréal,32-109,1993,8.0,3.88,3.85,3.63,0.00,0.00,0.00,0.13,0.13,0.38,0.37,0.38,0.00,0.00,0.00,0.00,0.00,Matches
348,Ronald Hernández,ve VEN,DF,Atlanta Utd,28-074,1997,14.6,1.64,1.64,1.44,0.07,0.00,0.00,0.07,0.07,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
349,Aaron Herrera,gt GUA,"DF,MF",D.C. United,28-181,1997,23.0,3.26,3.27,1.96,1.17,0.04,0.04,0.00,0.04,0.30,0.30,0.17,0.09,0.04,0.00,0.00,0.00,Matches
350,Marcelo Herrera,ar ARG,DF,Columbus Crew,27-031,1998,15.2,2.17,2.17,1.84,0.07,0.13,0.07,0.00,0.07,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
351,Son Heung-min,kr KOR,FW,LAFC,33-149,1992,8.9,6.07,6.05,3.03,1.69,0.34,0.56,0.45,0.00,0.79,0.78,0.45,0.00,0.11,0.11,0.11,0.00,Matches
352,Aiden Hezarkhani,us USA,"FW,MF",Real Salt Lake,18-159,2007,0.6,1.67,1.55,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
353,Jayden Hibbert,ca CAN,GK,Atlanta Utd,21-121,2004,8.0,0.13,0.12,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
354,Bode Hidalgo,us USA,DF,Real Salt Lake,23-285,2002,9.1,1.87,1.86,1.76,0.11,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
355,Bode Hidalgo,us USA,DF,CF Montréal,23-285,2002,3.9,1.54,1.55,1.54,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
356,Kyle Hiebert,ca CAN,DF,St. Louis,28-127,1997,18.8,0.64,0.64,0.53,0.11,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
357,Luke Hille,us USA,MF,Minnesota Utd,22-288,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
358,Brendan Hines-Ike,us USA,DF,Austin,31-004,1994,30.7,0.33,0.33,0.26,0.00,0.03,0.00,0.03,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
359,Bongokuhle Hlongwane,za RSA,"DF,MF",Minnesota Utd,25-167,2000,26.4,2.50,2.50,2.01,0.00,0.15,0.04,0.30,0.00,0.27,0.26,0.19,0.00,0.00,0.00,0.08,0.00,Matches
360,Rob Holding,eng ENG,DF,Colorado Rapids,30-075,1995,5.8,0.52,0.51,0.34,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
361,Ryan Hollingshead,us USA,"DF,MF",LAFC,34-232,1991,23.4,2.65,2.65,2.18,0.04,0.04,0.09,0.13,0.17,0.26,0.26,0.13,0.00,0.04,0.04,0.04,0.00,Matches
362,Duane Holmes,us USA,"MF,FW",Houston Dynamo,31-028,1994,6.5,2.92,2.93,1.85,0.62,0.00,0.31,0.15,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.15,0.00,Matches
363,Jackson Hopkins,us USA,"MF,FW",D.C. United,21-156,2004,9.3,2.47,2.47,1.83,0.32,0.11,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
364,Jannes Horn,de GER,DF,St. Louis,28-301,1997,8.0,1.50,1.50,1.25,0.00,0.00,0.13,0.13,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
365,Jung Hoyeon,kr KOR,MF,Minnesota Utd,25-067,2000,1.0,1.00,1.02,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.02,1.00,0.00,0.00,0.00,0.00,0.00,Matches
366,Keegan Hughes,us USA,DF,NE Revolution,25-135,2000,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
367,Sebastien Ibeagha,us USA,DF,FC Dallas,33-317,1992,30.7,0.36,0.36,0.26,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
368,Aliyu Ibrahim,ng NGA,"MF,FW",Houston Dynamo,23-322,2002,2.0,1.50,1.53,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
369,Aliyu Ibrahim,ng NGA,"FW,DF",Columbus Crew,23-322,2002,13.4,3.06,3.06,2.69,0.00,0.15,0.07,0.00,0.15,0.30,0.30,0.22,0.00,0.00,0.00,0.00,0.07,Matches
370,Sunusi Ibrahim,ng NGA,FW,CF Montréal,23-064,2002,0.9,4.44,4.62,3.33,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
371,Igor,br BRA,MF,LAFC,22-272,2003,20.6,1.55,1.55,1.31,0.00,0.00,0.15,0.05,0.05,0.15,0.15,0.10,0.00,0.00,0.00,0.00,0.05,Matches
372,Mitja Ilenič,si SVN,DF,NYCFC,20-343,2004,12.1,1.40,1.40,1.16,0.00,0.00,0.17,0.08,0.00,0.17,0.16,0.17,0.00,0.00,0.00,0.00,0.00,Matches
373,Milan Iloski,us USA,"MF,FW",Philadelphia Union,26-128,1999,6.6,5.45,5.44,3.18,0.30,0.30,0.76,0.61,0.30,1.06,1.06,0.61,0.15,0.00,0.15,0.15,0.00,Matches
374,Milan Iloski,us USA,"FW,MF",San Diego FC,26-128,1999,5.3,4.15,4.13,2.83,0.19,0.57,0.38,0.19,0.00,1.32,1.32,0.94,0.00,0.19,0.19,0.00,0.00,Matches
375,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,29-279,1996,11.4,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
376,Marcus Ingvartsen,dk DEN,"FW,MF",San Diego FC,29-334,1996,4.5,2.22,2.22,1.56,0.00,0.00,0.00,0.67,0.00,0.44,0.44,0.44,0.00,0.00,0.00,0.00,0.00,Matches
377,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,34-183,1991,9.6,3.54,3.55,2.81,0.31,0.00,0.31,0.10,0.00,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,Matches
378,Aljaž Ivačič,si SVN,GK,NE Revolution,31-340,1993,24.0,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
379,Ousman Jabang,us USA,DF,CF Montréal,24-250,2001,1.0,1.00,1.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
380,Ayoub Jabbari,ma MAR,"FW,DF",FC Cincinnati,25-308,2000,1.3,1.54,1.55,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
381,Aziel Jackson,us USA,"MF,FW",Columbus Crew,24-041,2001,8.1,2.35,2.34,1.85,0.00,0.12,0.00,0.25,0.12,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
382,Jacob Jackson,us USA,GK,FC Dallas,25-223,2000,3.8,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
383,Ivan Jaime Pajuelo,es ESP,FW,CF Montréal,25-069,2000,3.4,7.35,7.35,4.71,0.88,0.88,0.59,0.29,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,Matches
384,Ian James,us USA,DF,Sporting KC,17-181,2008,5.5,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
385,Robin Jansson,se SWE,DF,Orlando City,34-019,1991,29.0,0.79,0.79,0.76,0.00,0.00,0.03,0.00,0.00,0.10,0.10,0.07,0.00,0.00,0.03,0.00,0.00,Matches
