#%		Only M/G boundary	Min tun Muller/MacDo	Age model Tiedemann
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
57.2600	23.5700	2013.9280	2.8432	0.6366	1983.2464	2.8865	0.6463	1980.2128	2.6111	0.5847
57.3400	26.0000	2016.7417	2.8432	0.7097	1986.0179	2.8866	0.7205	1983.2766	2.6111	0.6517
57.4600	33.4000	2020.9623	2.8432	0.9306	1990.1750	2.8866	0.9448	1987.8723	2.6111	0.8547
57.6100	40.1000	2026.2380	2.8432	1.1287	1995.3714	2.8866	1.1460	1993.6170	2.6111	1.0366
57.7400	25.9400	2030.8104	2.8432	0.7302	1999.8750	2.8866	0.7413	1998.5957	2.6111	0.6705
57.8600	25.4900	2035.0310	2.8432	0.7175	2004.0321	2.8866	0.7284	2003.1915	2.6111	0.6589
57.9800	33.2000	2039.2515	2.8432	0.9345	2008.1893	2.8866	0.9488	2007.7872	2.6111	0.8582
58.0900	56.4400	2043.1204	2.8432	1.5887	2012.0000	2.7894	1.5586	2012.0000	2.9957	1.6739
58.2500	44.5500	2048.7479	2.8432	1.2540	2017.8687	2.7263	1.2024	2016.8000	3.3333	1.4701
58.3700	25.8000	2052.9685	2.8432	0.7262	2022.2703	2.7263	0.6964	2020.4000	3.3333	0.8514
58.4500	19.0700	2055.7822	2.8432	0.5368	2025.2046	2.7263	0.5147	2022.8000	3.3333	0.6293
58.7900	24.2000	2067.7406	2.8432	0.6812	2037.6757	2.7263	0.6532	2033.0000	3.3333	0.7986
58.9200	23.9100	2072.3129	2.8432	0.6662	2042.4440	2.7263	0.6388	2036.9000	3.3333	0.7811
58.9800	16.3000	2074.4232	2.8432	0.4542	2044.6448	2.7263	0.4355	2038.7000	3.3333	0.5325
59.0200	25.6000	2075.8301	2.8432	0.7060	2046.1120	2.7263	0.6770	2039.9000	3.3333	0.8277
59.0900	14.6000	2078.2921	2.8432	0.4027	2048.6795	2.7263	0.3861	2042.0000	2.6515	0.3755
59.2000	17.2800	2082.1609	2.8432	0.4766	2052.7143	2.7263	0.4570	2046.6885	2.3462	0.3933
59.3100	18.0800	2086.0298	2.8432	0.5089	2056.7490	2.7263	0.4880	2051.3770	2.3462	0.4199
59.3700	25.2200	2088.1401	2.8432	0.7099	2058.9498	2.7263	0.6807	2053.9344	2.3461	0.5858
59.4800	22.9400	2092.0090	2.8432	0.6588	2062.9846	2.7263	0.6317	2058.6230	2.3462	0.5436
59.5700	24.6100	2095.1745	2.8432	0.7067	2066.2857	2.7263	0.6777	2062.4590	2.3462	0.5832
59.7000	45.6200	2099.7468	2.8432	1.3360	2071.0541	2.7263	1.2811	2068.0000	2.6065	1.2248
59.8100	31.9400	2103.6156	2.8432	0.9444	2075.0888	2.7263	0.9056	2071.6667	3.0000	0.9965
59.8500	38.0000	2105.0225	2.8432	1.1236	2076.5560	2.7263	1.0774	2073.0000	3.0000	1.1856
59.9400	39.8700	2108.1880	2.8432	1.1903	2079.8571	2.7263	1.1413	2076.0000	3.0000	1.2559
60.0200	51.8300	2111.0017	2.8432	1.5620	2082.7915	2.7263	1.4978	2078.6667	3.0000	1.6482
60.1000	49.5400	2113.8154	2.8432	1.4930	2085.7259	2.7263	1.4317	2081.3333	3.0000	1.5754
60.2400	58.4700	2118.7394	2.8432	1.7622	2090.8610	2.7263	1.6897	2086.0000	2.6559	1.6461
60.3000	31.5700	2120.8497	2.8432	0.9515	2093.0618	2.7263	0.9123	2088.8636	2.0952	0.7012
60.4200	24.3000	2125.0703	2.8432	0.7254	2097.4633	2.7263	0.6956	2094.5909	2.0952	0.5346
60.4600	24.6000	2126.4772	2.8432	0.7344	2098.9305	2.7263	0.7042	2096.5000	2.0952	0.5412
60.5000	28.3800	2127.8841	2.8432	0.8472	2100.3977	2.7263	0.8124	2098.4091	2.0952	0.6244
60.5700	43.8900	2130.3461	2.8432	1.3103	2102.9653	2.7263	1.2564	2101.7500	2.0952	0.9656
60.6800	46.4800	2134.2150	2.8432	1.3876	2107.0000	2.7625	1.3482	2107.0000	2.1512	1.0498
60.6900	41.6200	2134.5667	2.8432	1.2425	2107.3092	3.2342	1.4134	2107.3284	3.0455	1.3309
60.7000	42.0400	2134.9184	2.8432	1.2550	2107.6184	3.2341	1.4276	2107.6567	3.0455	1.3443
60.8200	20.9200	2139.1390	2.8432	0.6245	2111.3289	3.2340	0.7104	2111.5970	3.0455	0.6690
60.9900	25.1700	2145.1182	2.8432	0.7514	2116.5855	3.2340	0.8547	2117.1791	3.0454	0.8049
61.0700	33.6800	2147.9319	2.8432	1.0055	2119.0592	3.2340	1.1437	2119.8060	3.0455	1.0770
61.2200	38.4400	2153.2077	2.8432	1.1476	2123.6974	3.2340	1.3053	2124.7313	3.0455	1.2292
61.3500	39.3000	2157.7800	2.8432	1.1844	2127.7171	3.2340	1.3472	2129.0000	3.4282	1.4281
61.5100	31.2900	2163.4074	2.8432	0.9430	2132.6645	3.2340	1.0726	2133.1905	3.8182	1.2664
61.6800	16.2800	2169.3866	2.8432	0.4906	2137.9211	3.2340	0.5581	2137.6429	3.8182	0.6589
61.8100	16.2100	2173.9589	2.8432	0.4885	2141.9408	3.2341	0.5557	2141.0476	3.8182	0.6561
61.9900	26.8000	2180.2898	2.8432	0.8077	2147.5066	3.2340	0.9187	2145.7619	3.8181	1.0847
62.0900	37.0000	2183.8070	2.8432	1.0941	2150.5987	3.2340	1.2445	2148.3810	3.8182	1.4692
62.1900	47.7600	2187.3241	2.8432	1.4122	2153.6908	3.2340	1.6064	2151.0000	1.9181	0.9527
62.3800	33.4300	2194.0068	2.8432	0.9980	2159.5658	3.2340	1.1352	2163.5000	1.5200	0.5335
62.5700	42.9700	2200.6894	2.8432	1.2950	2165.4408	3.2341	1.4731	2176.0000	2.1231	0.9670
62.7100	31.2100	2205.6134	2.8432	0.9495	2169.7697	3.2340	1.0800	2179.0435	4.6000	1.5361
62.8500	34.4000	2210.5374	2.8432	1.0563	2174.0987	3.2340	1.2015	2182.0870	4.6000	1.7090
63.0200	13.5500	2216.5166	2.8432	0.4199	2179.3553	3.2341	0.4777	2185.7826	4.6000	0.6794
63.3700	18.6500	2228.8267	2.8432	0.5939	2190.1776	3.2340	0.6755	2193.3913	4.6000	0.9608
63.5100	36.4200	2233.7507	2.8432	1.1701	2194.5066	3.2340	1.3309	2196.4348	4.6000	1.8931
63.5900	46.9000	2236.5644	2.8432	1.4535	2196.9803	3.2341	1.6533	2198.1739	4.6000	2.3516
63.7200	51.1900	2241.1367	2.8432	1.5573	2201.0000	3.1694	1.7360	2201.0000	3.8232	2.0941
63.8000	35.1500	2243.9505	2.8432	1.0693	2203.6062	3.0695	1.1545	2203.6667	3.0000	1.1283
63.9800	20.1600	2250.2814	2.8432	0.6190	2209.4703	3.0695	0.6683	2209.6667	3.0000	0.6532
64.0700	31.6800	2253.4468	2.8432	0.9728	2212.4023	3.0696	1.0502	2212.6667	3.0000	1.0264
64.2200	38.4800	2258.7226	2.8432	1.1816	2217.2890	3.0696	1.2757	2217.6667	3.0000	1.2468
64.3500	48.3000	2263.2949	2.8432	1.4831	2221.5241	3.0696	1.6012	2222.0000	3.3984	1.7728
64.5200	16.9000	2269.2741	2.8432	0.5237	2227.0623	3.0696	0.5654	2226.4943	3.7826	0.6968
64.7900	23.0400	2278.7704	2.8432	0.7140	2235.8584	3.0696	0.7709	2233.6322	3.7826	0.9500
64.9100	37.7900	2282.9910	2.8432	1.1819	2239.7677	3.0696	1.2760	2236.8046	3.7826	1.5724
65.0600	54.1200	2288.2667	2.8432	1.6926	2244.6544	3.0696	1.8274	2240.7701	3.7826	2.2519
65.0900	58.0000	2289.3219	2.8432	1.8140	2245.6317	3.0695	1.9584	2241.5632	3.7826	2.4133
65.2200	63.6300	2293.8942	2.8432	1.9719	2249.8669	3.0696	2.1289	2245.0000	3.3307	2.3101
65.2800	43.2700	2296.0045	2.8432	1.3287	2251.8215	3.0697	1.4345	2247.2677	2.6459	1.2364
65.3200	17.0300	2297.4114	2.8432	0.5181	2253.1246	3.0695	0.5593	2248.7795	2.6458	0.4821
65.4500	18.1700	2301.9837	2.8432	0.5476	2257.3598	3.0696	0.5912	2253.6929	2.6458	0.5096
65.5700	19.2400	2306.2043	2.8432	0.5744	2261.2691	3.0696	0.6201	2258.2283	2.6458	0.5345
65.7100	19.7100	2311.1283	2.8432	0.5828	2265.8300	3.0696	0.6292	2263.5197	2.6458	0.5424
65.8500	18.7000	2316.0523	2.8432	0.5476	2270.3909	3.0695	0.5912	2268.8110	2.6458	0.5096
65.9700	17.6100	2320.2729	2.8432	0.5107	2274.3003	3.0695	0.5514	2273.3465	2.6458	0.4753
66.0600	17.5600	2323.4384	2.8432	0.5043	2277.2323	3.0696	0.5444	2276.7480	2.6458	0.4693
66.1800	33.4000	2327.6590	2.8432	0.9496	2281.1416	3.0695	1.0252	2281.2835	2.6458	0.8837
66.2700	37.8900	2330.8244	2.8432	1.0665	2284.0737	3.0695	1.1514	2284.6850	2.6459	0.9925
66.2900	48.9000	2331.5279	2.8432	1.3764	2284.7252	3.0696	1.4860	2285.4409	2.6458	1.2809
66.3900	53.4800	2335.0450	2.8432	1.4901	2287.9830	3.0696	1.6088	2289.2205	2.6458	1.3867
66.4900	53.5600	2338.5622	2.8432	1.4771	2291.2408	3.0696	1.5947	2293.0000	2.9387	1.5267
66.5900	48.2500	2342.0793	2.8432	1.3307	2294.4986	3.0695	1.4366	2296.0263	3.3043	1.5465
66.7000	22.1600	2345.9482	2.8432	0.6049	2298.0822	3.0696	0.6530	2299.3553	3.3043	0.7029
66.8300	24.2200	2350.5205	2.8432	0.6542	2302.3173	3.0696	0.7063	2303.2895	3.3043	0.7603
66.9500	19.8900	2354.7411	2.8432	0.5372	2306.2266	3.0696	0.5800	2306.9211	3.3044	0.6244
67.1000	25.3300	2360.0169	2.8432	0.6770	2311.1133	3.0696	0.7309	2311.4605	3.3044	0.7868
67.2500	46.8100	2365.2926	2.8432	1.2510	2316.0000	3.0356	1.3357	2316.0000	3.6649	1.6126
67.3900	22.4600	2370.2167	2.8432	0.5939	2320.6667	3.0000	0.6266	2319.3735	4.1500	0.8668
67.7600	18.3300	2383.2302	2.8432	0.4743	2333.0000	3.0000	0.5004	2328.2892	4.1500	0.6922
67.8600	22.1600	2386.7473	2.8432	0.5733	2336.3333	3.0000	0.6050	2330.6988	4.1500	0.8369
68.0600	53.4200	2393.7817	2.8432	1.3670	2343.0000	3.0000	1.4423	2335.5181	4.1500	1.9952
68.0800	56.0800	2394.4851	2.8432	1.4350	2343.6667	3.0000	1.5142	2336.0000	2.5159	1.2698
68.1900	51.3600	2398.3540	2.8432	1.3142	2347.3333	3.0000	1.3867	2340.6852	2.3478	1.0853
68.3000	20.7000	2402.2228	2.8432	0.5238	2351.0000	3.0000	0.5527	2345.3704	2.3478	0.4325
68.3100	19.5600	2402.5746	2.8432	0.4950	2351.3333	3.0000	0.5223	2345.7963	2.3478	0.4087
68.4900	19.6700	2408.9055	2.8432	0.4977	2357.3333	3.0000	0.5252	2353.4630	2.3478	0.4110
68.5500	19.7000	2411.0158	2.8432	0.5041	2359.3333	3.0000	0.5319	2356.0185	2.3478	0.4163
68.6200	32.9600	2413.4778	2.8432	0.8434	2361.6667	3.0000	0.8899	2359.0000	3.2590	0.9668
68.7500	32.3300	2418.0501	2.8432	0.8273	2366.0000	3.0000	0.8729	2362.1553	4.1200	1.1988
68.8800	30.2000	2422.6224	2.8432	0.7728	2370.3333	3.0000	0.8154	2365.3107	4.1200	1.1198
69.0200	34.2900	2427.5464	2.8432	0.8872	2375.0000	3.0000	0.9361	2368.7087	4.1200	1.2856
69.1800	28.6100	2433.1739	2.8432	0.7402	2380.3333	3.0000	0.7811	2372.5922	4.1200	1.0726
69.2900	25.6300	2437.0428	2.8432	0.6631	2384.0000	3.0000	0.6997	2375.2621	4.1199	0.9609
69.3600	23.7400	2439.5048	2.8432	0.6210	2386.3333	3.0000	0.6552	2376.9612	4.1200	0.8998
69.4800	20.3600	2443.7254	2.8432	0.5326	2390.3333	3.0000	0.5619	2379.8738	4.1201	0.7717
69.4900	18.5000	2444.0771	2.8432	0.4839	2390.6667	2.9999	0.5106	2380.1165	4.1200	0.7012
69.5300	15.3200	2445.4840	2.8432	0.4051	2392.0000	3.0000	0.4274	2381.0874	2.0794	0.2963
69.9700	18.1100	2460.9595	2.8432	0.5149	2406.6667	3.0000	0.5433	2403.2000	1.9056	0.3451
70.1000	39.1000	2465.5318	2.8432	1.1006	2411.0000	3.0667	1.1871	2411.0000	2.0509	0.7939
70.2000	22.5900	2469.0490	2.8432	0.6294	2414.1667	3.1579	0.6991	2414.4146	2.9286	0.6483
70.2700	23.5800	2471.5110	2.8432	0.6570	2416.3833	3.1579	0.7297	2416.8049	2.9285	0.6767
70.3800	12.2500	2475.3799	2.8432	0.3413	2419.8667	3.1579	0.3791	2420.5610	2.9286	0.3516
70.5100	15.5000	2479.9522	2.8432	0.4275	2423.9833	3.1579	0.4748	2425.0000	3.1114	0.4678
70.5600	16.3000	2481.7107	2.8432	0.4495	2425.5667	3.1579	0.4993	2426.3462	3.7143	0.5873
70.6100	15.5400	2483.4693	2.8432	0.4286	2427.1500	3.1579	0.4760	2427.6923	3.7143	0.5599
70.7100	11.8000	2486.9865	2.8432	0.3221	2430.3167	3.1579	0.3577	2430.3846	3.7143	0.4208
70.8400	13.3600	2491.5588	2.8432	0.3609	2434.4333	3.1579	0.4008	2433.8846	3.7143	0.4714
70.8900	19.8600	2493.3174	2.8432	0.5364	2436.0167	3.1579	0.5958	2435.2308	3.7143	0.7008
70.9900	43.5000	2496.8346	2.8432	1.1750	2439.1833	3.1579	1.3050	2437.9231	3.7143	1.5349
71.2900	32.8400	2507.3860	2.8432	0.8777	2448.6833	3.1579	0.9748	2446.0000	3.6031	1.1123
71.4700	51.5000	2513.7169	2.8432	1.3764	2454.3833	3.1579	1.5287	2451.2450	3.4318	1.6613
71.6000	53.3000	2518.2893	2.8432	1.4245	2458.5000	3.1579	1.5822	2455.0331	3.4318	1.7194
71.7700	15.8400	2524.2684	2.8432	0.4233	2463.8833	3.1579	0.4702	2459.9868	3.4318	0.5110
71.9800	19.8900	2531.6545	2.8432	0.5259	2470.5333	3.1579	0.5841	2466.1060	3.4318	0.6348
72.0600	22.2000	2534.4682	2.8432	0.5870	2473.0667	3.1578	0.6520	2468.4371	3.4318	0.7085
72.0900	21.9100	2535.5234	2.8432	0.5793	2474.0167	3.1579	0.6435	2469.3113	3.4318	0.6993
72.2000	53.7700	2539.3922	2.8432	1.4218	2477.5000	3.1579	1.5792	2472.5166	3.4318	1.7161
72.3100	26.5000	2543.2611	2.8432	0.7007	2480.9833	3.1579	0.7783	2475.7219	3.4319	0.8458
72.3500	17.0600	2544.6680	2.8432	0.4511	2482.2500	3.1579	0.5010	2476.8874	3.4318	0.5445
72.4900	47.0000	2549.5920	2.8432	1.2428	2486.6833	3.1579	1.3803	2480.9669	3.4318	1.5000
72.5800	20.5800	2552.7575	2.8432	0.5442	2489.5333	3.1579	0.6044	2483.5894	3.4318	0.6568
72.8000	62.6500	2560.4952	2.8432	1.6388	2496.5000	3.1579	1.8201	2490.0000	2.5198	1.4524
72.9700	20.2600	2566.4744	2.8432	0.5357	2501.8833	3.1579	0.5950	2499.0667	1.8750	0.3533
73.0600	19.5200	2569.6398	2.8432	0.5217	2504.7333	3.1579	0.5794	2503.8667	1.8750	0.3440
73.1000	18.8000	2571.0467	2.8432	0.5025	2506.0000	2.4790	0.4381	2506.0000	2.4891	0.4399
73.2500	33.2600	2576.3225	2.8432	0.8889	2512.3978	2.3445	0.7330	2511.5000	2.7273	0.8527
73.3900	45.6800	2581.2465	2.8432	1.2338	2518.3692	2.3445	1.0174	2516.6333	2.7273	1.1835
73.5400	30.8000	2586.5222	2.8432	0.8319	2524.7670	2.3445	0.6860	2522.1333	2.7273	0.7980
73.6200	28.3400	2589.3360	2.8432	0.7655	2528.1792	2.3445	0.6312	2525.0667	2.7690	0.7455
73.7100	45.3100	2592.5014	2.8432	1.2367	2532.0179	2.3445	1.0198	2528.2727	3.1799	1.3832
73.8000	40.4200	2595.6669	2.8432	1.1147	2535.8566	2.3445	0.9192	2530.7273	3.6666	1.4376
73.8300	49.7100	2596.7220	2.8432	1.3710	2537.1362	2.3445	1.1305	2531.5455	3.6667	1.7680
73.9900	38.9000	2602.3495	2.8432	1.0839	2543.9606	2.3445	0.8938	2535.9091	3.6667	1.3978
74.2900	15.7500	2612.9010	2.8432	0.4344	2556.7563	2.3445	0.3582	2544.0909	3.6667	0.5602
74.4700	19.8600	2619.2319	2.8432	0.5421	2564.4337	2.3445	0.4470	2549.0000	3.7872	0.7220
74.6000	24.7000	2623.8042	2.8432	0.6742	2569.9785	2.3445	0.5559	2552.2764	3.9677	0.9408
74.7100	21.1000	2627.6730	2.8432	0.5699	2574.6703	2.3445	0.4700	2555.0488	3.9677	0.7953
74.8000	24.9100	2630.8385	2.8432	0.6728	2578.5090	2.3446	0.5548	2557.3171	3.9677	0.9389
74.8600	23.4000	2632.9488	2.8432	0.6320	2581.0681	2.3445	0.5212	2558.8293	3.9678	0.8820
75.0600	15.5000	2639.9831	2.8432	0.4143	2589.5986	2.3445	0.3416	2563.8699	3.9678	0.5781
75.2100	15.8300	2645.2589	2.8432	0.4186	2595.9964	2.3445	0.3452	2567.6504	3.9677	0.5841
75.4400	27.3200	2653.3483	2.8432	0.7535	2605.8065	2.3445	0.6213	2573.4472	3.9677	1.0515
75.4900	33.1000	2655.1069	2.8432	0.9223	2607.9391	2.3445	0.7605	2574.7073	3.9678	1.2871
75.5800	34.2000	2658.2724	2.8432	0.9627	2611.7778	2.3445	0.7938	2576.9756	3.9677	1.3434
75.7000	39.7100	2662.4930	2.8432	1.1290	2616.8961	2.3445	0.9310	2580.0000	2.2252	0.8836
75.7500	28.4000	2664.2515	2.8432	0.8155	2619.0287	2.3445	0.6725	2584.6154	1.0833	0.3107
75.8300	15.5800	2667.0653	2.8432	0.4474	2622.4409	2.3445	0.3689	2592.0000	0.3467	0.0546
75.8900	39.1700	2669.1756	2.8432	1.1360	2625.0000	2.8987	1.1581	2625.0000	0.3472	0.1387
75.9500	16.8800	2671.2859	2.8432	0.4895	2626.5807	3.7957	0.6535	2626.5625	3.8400	0.6612
76.0300	22.3600	2674.0996	2.8432	0.6485	2628.6884	3.7956	0.8657	2628.6458	3.8400	0.8758
76.1500	15.9100	2678.3202	2.8432	0.4614	2631.8499	3.7957	0.6160	2631.7708	3.8400	0.6232
76.2500	18.4200	2681.8374	2.8432	0.5342	2634.4844	3.7958	0.7132	2634.3750	3.8400	0.7215
76.3600	17.7200	2685.7062	2.8432	0.5139	2637.3824	3.7957	0.6860	2637.2396	3.8400	0.6941
76.4600	19.4200	2689.2234	2.8432	0.5687	2640.0170	3.7957	0.7592	2639.8438	3.8400	0.7681
76.6200	25.5100	2694.8509	2.8432	0.7471	2644.2323	3.7957	0.9973	2644.0104	3.8400	1.0090
76.7500	39.3800	2699.4232	2.8432	1.1532	2647.6572	3.7957	1.5396	2647.3958	3.8400	1.5576
76.8500	64.1200	2702.9403	2.8432	1.8778	2650.2918	3.7957	2.5068	2650.0000	3.9419	2.6034
76.8900	48.5300	2704.3472	2.8432	1.4212	2651.3456	3.7957	1.8973	2650.9474	4.2222	2.1105
77.0400	44.2900	2709.6230	2.8432	1.2718	2655.2975	3.7957	1.6979	2654.5000	4.2223	1.8887
77.1200	46.8000	2712.4367	2.8432	1.3173	2657.4051	3.7957	1.7586	2656.3947	4.2222	1.9562
77.3500	17.6400	2720.5262	2.8432	0.4815	2663.4646	3.7957	0.6428	2661.8421	4.2222	0.7150
77.4800	16.8000	2725.0985	2.8432	0.4538	2666.8895	3.7957	0.6058	2664.9211	4.2222	0.6739
77.7400	16.9000	2734.2431	2.8432	0.4373	2673.7394	3.7957	0.5837	2671.0789	4.2223	0.6493
77.8800	17.3700	2739.1671	2.8432	0.4544	2677.4278	3.7957	0.6066	2674.3947	4.2222	0.6747
78.0200	26.4000	2744.0912	2.8432	0.6981	2681.1161	3.7957	0.9319	2677.7105	4.2222	1.0366
78.1800	21.4300	2749.7186	2.8432	0.5727	2685.3314	3.7957	0.7646	2681.5000	4.2222	0.8505
78.2700	22.4500	2752.8841	2.8432	0.6000	2687.7025	3.7957	0.8010	2683.6316	4.2222	0.8910
78.4100	37.3400	2757.8081	2.8432	1.0086	2691.3909	3.7957	1.3464	2686.9474	4.2222	1.4978
78.5600	26.5000	2763.0838	2.8432	0.7233	2695.3428	3.7957	0.9656	2690.5000	4.2222	1.0741
78.7500	57.3800	2769.7665	2.8432	1.5662	2700.3484	3.7957	2.0909	2695.0000	3.3305	1.8346
79.0300	16.3700	2779.6145	2.8432	0.4422	2707.7252	3.7957	0.5903	2704.6119	2.9130	0.4530
79.1100	16.0700	2782.4282	2.8432	0.4341	2709.8329	3.7956	0.5795	2707.3582	2.9130	0.4447
79.1800	17.9200	2784.8903	2.8432	0.4789	2711.6771	3.7957	0.6394	2709.7612	2.9131	0.4907
79.2700	23.1100	2788.0557	2.8432	0.6176	2714.0482	3.7957	0.8246	2712.8507	2.9130	0.6328
79.4200	73.1100	2793.3315	2.8432	1.9539	2718.0000	3.2942	2.2639	2718.0000	2.3916	1.6436
79.4800	53.3500	2795.4418	2.8432	1.4258	2720.4231	2.4762	1.2418	2721.6316	1.6522	0.8285
79.5900	29.6000	2799.3106	2.8432	0.7911	2724.8654	2.4762	0.6890	2728.2895	1.6522	0.4597
79.6900	22.0800	2802.8278	2.8432	0.5901	2728.9038	2.4762	0.5139	2734.3421	1.6522	0.3429
79.7700	36.1200	2805.6415	2.8432	0.9551	2732.1346	2.4762	0.8318	2739.1842	2.4173	0.8120
79.9400	29.8700	2811.6207	2.8432	0.7898	2739.0000	2.4762	0.6879	2744.6842	3.3495	0.9305
80.0600	28.7000	2815.8413	2.8432	0.7589	2743.8462	2.4762	0.6609	2747.8421	3.8000	1.0143
80.1800	17.1900	2820.0619	2.8432	0.4594	2748.6923	2.4762	0.4001	2751.0000	3.8000	0.6140
80.2600	17.8200	2822.8756	2.8432	0.4813	2751.9231	2.4762	0.4192	2753.1053	3.8000	0.6433
80.4600	16.9700	2829.9100	2.8432	0.4921	2760.0000	2.4762	0.4286	2758.3684	3.8000	0.6578
80.5300	19.7500	2832.3720	2.8432	0.5840	2762.8269	2.4762	0.5086	2760.2105	3.8000	0.7805
80.6000	28.7000	2834.8340	2.8432	0.8813	2765.6538	2.4762	0.7675	2762.0526	3.7999	1.1778
80.6900	37.9900	2837.9994	2.8432	1.1773	2769.2885	2.4762	1.0254	2764.4211	3.4069	1.4108
80.8000	43.6000	2841.8683	2.8432	1.4008	2773.7308	2.4762	1.2200	2767.9231	2.8229	1.3908
80.9300	20.8500	2846.4406	2.8432	0.6521	2778.9808	2.4762	0.5679	2772.9231	2.6000	0.5963
81.1200	16.1400	2853.1232	2.8432	0.4864	2786.6538	2.4762	0.4236	2780.2308	2.6000	0.4448
81.2700	26.2200	2858.3990	2.8432	0.7604	2792.7115	2.4762	0.6622	2786.0000	2.2690	0.6068
81.4300	15.4700	2864.0264	2.8432	0.4310	2799.1731	2.4762	0.3754	2793.8933	2.0270	0.3073
81.5600	23.8000	2868.5988	2.8432	0.6428	2804.4231	2.4762	0.5599	2800.3067	2.0270	0.4583
81.6800	19.0600	2872.8194	2.8432	0.5040	2809.2692	2.4762	0.4389	2806.2267	2.0270	0.3593
81.7900	12.0800	2876.6882	2.8432	0.3194	2813.7115	2.4762	0.2782	2811.6533	2.0270	0.2277
82.0200	33.7800	2884.7777	2.8432	0.8740	2823.0000	2.6429	0.8124	2823.0000	2.3567	0.7245
82.1300	24.8000	2888.6466	2.8432	0.6417	2826.5760	3.0761	0.6942	2826.0800	3.5714	0.8060
82.3000	16.2000	2894.6258	2.8432	0.4145	2832.1025	3.0761	0.4485	2830.8400	3.5714	0.5207
82.4800	13.5100	2900.9567	2.8432	0.3457	2837.9541	3.0761	0.3740	2835.8800	3.5714	0.4343
82.6300	14.6800	2906.2324	2.8432	0.3798	2842.8304	3.0761	0.4109	2840.0800	3.5714	0.4771
82.7700	19.2700	2911.1564	2.8432	0.4986	2847.3816	3.0761	0.5394	2844.0000	3.3110	0.5806
82.9200	17.2600	2916.4322	2.8432	0.4515	2852.2580	3.0761	0.4885	2848.8387	3.1000	0.4923
83.0600	21.6000	2921.3562	2.8432	0.5650	2856.8092	3.0761	0.6113	2853.3548	3.1000	0.6160
83.2100	16.7400	2926.6320	2.8432	0.4379	2861.6855	3.0761	0.4737	2858.1935	3.1000	0.4774
83.2900	21.0200	2929.4457	2.8432	0.5498	2864.2862	3.0761	0.5949	2860.7742	3.1000	0.5995
83.3900	23.0600	2932.9629	2.8432	0.6097	2867.5371	3.0761	0.6597	2864.0000	2.7644	0.5929
83.5100	17.1900	2937.1835	2.8432	0.4545	2871.4382	3.0761	0.4918	2868.7324	2.5357	0.4054
83.6600	14.4000	2942.4592	2.8432	0.3849	2876.3145	3.0761	0.4164	2874.6479	2.5357	0.3432
83.7500	16.3600	2945.6246	2.8432	0.4372	2879.2403	3.0761	0.4731	2878.1972	2.5357	0.3900
83.8000	17.5000	2947.3832	2.8432	0.4677	2880.8657	3.0761	0.5060	2880.1690	2.5358	0.4171
83.8500	16.8300	2949.1418	2.8432	0.4498	2882.4912	3.0761	0.4866	2882.1408	2.5357	0.4012
83.9900	22.7300	2954.0658	2.8432	0.6139	2887.0424	3.0761	0.6642	2887.6620	2.5357	0.5475
84.1000	25.3700	2957.9347	2.8432	0.6853	2890.6184	3.0761	0.7414	2892.0000	2.8177	0.6791
84.1900	23.1000	2961.1002	2.8432	0.6305	2893.5442	3.0761	0.6822	2894.7600	3.2609	0.7231
84.2700	23.3000	2963.9139	2.8432	0.6360	2896.1449	3.0761	0.6881	2897.2133	3.2609	0.7294
84.4200	15.9700	2969.1896	2.8432	0.4404	2901.0212	3.0761	0.4765	2901.8133	3.2608	0.5051
84.5600	12.6000	2974.1137	2.8432	0.3511	2905.5724	3.0761	0.3798	2906.1067	3.2608	0.4026
84.7100	18.5200	2979.3894	2.8432	0.5160	2910.4488	3.0761	0.5583	2910.7067	3.2609	0.5918
84.7900	24.7300	2982.2032	2.8432	0.6891	2913.0495	3.0761	0.7455	2913.1600	3.2609	0.7903
84.8500	32.3500	2984.3134	2.8432	0.9106	2915.0000	2.7683	0.8866	2915.0000	3.3362	1.0685
85.0200	17.2100	2990.2926	2.8432	0.4893	2921.3577	2.6739	0.4602	2920.0541	3.3636	0.5789
85.1700	15.0500	2995.5684	2.8432	0.4322	2926.9675	2.6739	0.4064	2924.5135	3.3636	0.5113
85.3400	25.2000	3001.5476	2.8432	0.7308	2933.3252	2.6739	0.6873	2929.5676	3.3636	0.8646
85.4000	30.6000	3003.6579	2.8432	0.8874	2935.5691	2.6739	0.8346	2931.3514	3.3637	1.0499
85.4600	43.8600	3005.7681	2.8432	1.2720	2937.8130	2.6739	1.1962	2933.1351	3.3637	1.5048
85.4800	36.6800	3006.4716	2.8432	1.0637	2938.5610	2.6739	1.0004	2933.7297	3.3636	1.2584
85.5900	51.3200	3010.3405	2.8432	1.4737	2942.6748	2.6739	1.3860	2937.0000	2.7494	1.4251
85.6600	49.3300	3012.8025	2.8432	1.4166	2945.2927	2.6739	1.3322	2940.2766	2.1364	1.0644
85.7700	17.7900	3016.6714	2.8432	0.5109	2949.4065	2.6739	0.4804	2945.4255	2.1364	0.3839
85.8400	19.8100	3019.1334	2.8432	0.5632	2952.0244	2.6739	0.5297	2948.7021	2.1364	0.4232
85.9700	21.1900	3023.7057	2.8432	0.6025	2956.8862	2.6739	0.5666	2954.7872	2.1364	0.4527
